LSOA code,Aged 14 years and under,Aged 15 to 29 years,Aged 30 to 59 years,Aged 60 years and over
E01030375,18,14,47.7,20.1
E01030376,20.2,14.6,44.8,20.6
E01030307,19.4,13.8,41.7,25.2
E01030308,16.6,13,38.6,31.6
E01030309,17.3,12.4,37,33.4
E01030310,19.4,18.2,45.4,16.9
E01030311,21.5,12.7,45.1,20.7
E01030312,21,15.7,47.1,16.2
E01030315,21.7,14.2,44,20.2
E01030316,22.3,11.5,43.1,23
E01030317,20.9,12.9,42.4,23.9
E01030318,14.4,11.3,30.3,43.7
E01030296,19.4,12.6,38.4,29.6
E01030297,17.8,13.7,40.6,27.8
E01030298,20.7,12.1,40.4,26.7
E01030299,21.5,13.6,42.3,22.5
E01030346,14.9,16.9,38.8,29.3
E01030347,21.5,16.4,48.5,13.5
E01030348,18.2,11.1,44.9,25.8
E01030349,17.8,9.2,41.2,32.1
E01030300,18.5,13.7,40.5,27.2
E01030301,21.1,11.6,40.8,26.5
E01030302,14.5,11.2,39,35.3
E01030304,22.2,16.3,42.8,18.7
E01030305,23.6,15.8,39.3,21.3
E01030306,20.7,20,39.1,20.4
E01030303,18.9,10.6,40,30.4
E01030342,18.1,13.2,39.2,29.5
E01030343,20.6,13,40.8,25.7
E01030344,20.1,13.1,41.4,25.2
E01030345,22.7,11.2,42.4,23.7
E01030386,14.7,14.4,38.4,32.7
E01030387,18.2,15,46,20.8
E01030388,15.9,13.5,39.1,31.6
E01030389,18.1,14.1,41.1,26.7
E01030393,14.5,14.3,37.7,33.4
E01030394,19,15,43.3,22.7
E01030399,19.1,16.3,44.1,20.4
E01030400,23.9,19.4,43.1,13.6
E01030414,20.2,16.5,44,19.4
E01030377,17.7,14,39.1,29.3
E01030378,20.1,13.1,42.8,24
E01030406,18.4,15.1,42.9,23.7
E01030407,16.5,12.9,39,31.6
E01030408,17.5,14.3,40.3,27.9
E01030395,12.9,13.9,34.9,38.2
E01030413,22.9,15.1,44.8,17
E01030415,19.9,13.1,45.9,20.8
E01030416,19.2,13,39.8,28
E01030384,23.9,15.4,48.7,12
E01030401,18.4,13.1,42.8,25.7
E01030402,24.2,15,47.1,13.6
E01034287,26.4,14.4,48.7,10.6
E01034288,20.8,17.9,43.3,17.9
E01030385,20,18.6,40.1,21.5
E01030391,17.7,16.1,42.4,23.7
E01030403,19.4,15.8,40.7,24.1
E01030404,18.1,12.9,40,28.8
E01030409,16.1,23.2,39.3,21.5
E01030410,19.3,20.8,48.6,11.2
E01030381,18,11.5,39.6,30.9
E01030412,16.7,20.4,42.1,20.6
E01030419,19,14.4,40.8,25.9
E01034289,16.9,19.2,46.5,17.2
E01034290,14.8,29.1,40.7,15.5
E01030379,20.9,21.4,37.4,20.4
E01030380,17.8,15.3,40.2,26.8
E01030405,22.7,13.7,44.2,19.6
E01030417,19.1,11,38.9,30.9
E01030418,17.7,13.2,44.3,24.7
E01030420,20.8,14.1,40.6,24.4
E01030382,19.2,15.3,40.9,24.4
E01030390,19.5,12.9,42.5,25.1
E01030392,14.8,15.7,40.5,28.9
E01030396,21.1,14.6,41.2,23.1
E01030398,16.5,14.1,39.4,30.1
E01032624,14.8,16,37.8,31.2
E01030440,16.8,12.9,39.6,30.7
E01030458,14,12.9,40.3,32.9
E01030459,13.9,13.5,43.2,29.1
E01030475,16.8,13.5,39.5,30.4
E01030476,14.7,11.1,35,39.2
E01030477,17.7,14.9,39.3,28.1
E01030465,15.3,15.5,38.6,30.5
E01030466,11.7,10,35,43.3
E01030473,17.6,13.3,44.6,24.5
E01030474,15.4,59.3,24,1.2
E01030441,17.7,12.5,38,31.7
E01030442,15.6,15,35.8,33.7
E01030443,18.5,11.5,37.3,32.8
E01030444,20.6,11.8,39.5,28.1
E01030445,15.3,12.8,34.8,36.8
E01030446,15.7,15.8,37.8,30.7
E01030447,17.5,14,38.5,29.9
E01030426,20.5,16.1,46.6,16.8
E01030427,15.9,11.4,41.6,31.2
E01030428,15.1,17.3,40.1,27.5
E01030429,17.5,15.9,45.5,21.2
E01030430,13.1,12.9,38.9,35.2
E01030499,14.5,10.8,37.4,37
E01030500,16.6,18.8,39.9,24.8
E01030501,16.5,15.8,41.9,25.8
E01030502,16.5,14.3,38.7,30.5
E01030503,18.8,21.2,43.6,16.2
E01030504,13.7,11.2,36.6,38.4
E01030485,16.7,22.4,44.4,16.4
E01030487,14.9,27.2,39.9,17.8
E01030488,17.8,23,39.3,20
E01030489,20.3,16.2,45.6,18
E01030481,20.3,19.6,42,18.1
E01030482,17.4,19.6,44.6,18.4
E01030483,18.5,19.5,39.6,22.4
E01030484,16.1,24.6,43.5,15.9
E01030434,17.5,18,47.7,17
E01030435,22.1,14.4,41.5,22.1
E01030462,18.1,13.4,37.5,31
E01030463,18.5,13.9,42.4,25.4
E01030464,23.9,18.1,43.8,14.1
E01030486,17.2,16.8,41.6,24.3
E01030493,17.4,26.1,37,19.4
E01030495,8,47.1,28.8,16.2
E01030498,18.6,21.5,41,19
E01030424,18.6,16.2,39.9,25.1
E01030431,13.2,14.5,37.6,34.8
E01030432,18.3,18.2,44.6,18.8
E01030433,19,16.1,44.7,20.4
E01030436,19.4,16,42,22.6
E01030437,20.5,15.9,39.8,23.7
E01030439,17.9,16.1,39.5,26.4
E01030460,18.6,14.4,37.9,29.2
E01030461,16.5,14.4,40.4,28.8
E01030470,3.5,80.2,11.4,4.9
E01030494,14.3,30.9,36.3,18.5
E01030496,16,32.2,37.4,14.3
E01030497,21.1,27.2,40.5,11.1
E01030438,15.9,18.1,42.2,23.6
E01030450,14.7,32.2,44.1,9
E01030451,12.1,31.9,44.9,11.1
E01030453,12,26.3,44.2,17.6
E01030455,10,26.4,43.2,20.4
E01030457,11,32.5,45.1,11.5
E01030421,15.7,13.3,42.5,28.6
E01030422,19.3,14.5,44.4,21.8
E01030423,15.5,14.4,43,27.2
E01030425,18.6,15,42.2,24.3
E01030452,10.2,46.8,34.4,8.7
E01030467,21.9,13.7,39.9,24.6
E01030468,3.5,78.5,11.4,6.6
E01030469,17.6,24.6,38.2,19.6
E01030448,19.1,14,39.2,27.8
E01030449,8.4,26.5,39.8,25.2
E01030454,16.4,16.9,45.2,21.4
E01030456,19.2,12.5,38,30.3
E01030471,15,12.9,38.6,33.5
E01030472,18,13.6,41.5,26.9
E01030478,14.7,13.7,37.8,33.8
E01030479,18.9,14,45.1,22
E01030480,17.1,11.9,38.4,32.7
E01030490,14.6,12.5,37.5,35
E01030491,18,14.4,40,27.3
E01030492,13.2,11.5,37.4,37.4
E01030506,18.7,14,40.4,26.9
E01030508,16.7,16.5,35,31.8
E01030509,15.4,13.2,38.1,33.4
E01030513,20.7,13.6,39.9,25.8
E01030514,18.3,12.4,37.5,31.9
E01030505,18.6,13.3,40.9,27.3
E01030507,18.4,14,40.6,27
E01030511,18.5,13.2,36.7,31.5
E01030512,17.1,12.3,36.8,34
E01030548,18.7,20.9,43.7,16.9
E01030549,19.1,18.1,46,16.9
E01030550,14.5,17.3,43.5,24.8
E01030551,20.3,20.8,41.7,17.2
E01030510,17.7,13.7,36.3,32.5
E01030552,16.5,16.4,46,21.1
E01030553,10.8,13.5,38,37.7
E01030554,12.8,14.4,34.9,37.8
E01030539,16.2,15.2,43.1,25.7
E01030540,14.3,11.5,31.3,42.7
E01030541,16.3,10.3,34.8,38.7
E01030542,19,14,40.3,26.6
E01030543,17.6,15.9,40.6,25.8
E01030516,16.8,12.1,37.1,34.2
E01030517,13.6,14.3,36.6,35.5
E01030518,15.1,11.6,31.7,41.7
E01030519,19,13.9,38,29.1
E01030520,14.6,12,35.5,37.7
E01030521,14.8,14.2,38.3,32.7
E01030522,17.4,10.1,34.4,38.1
E01030523,16,12,35.6,36.4
E01030524,6.8,9,33,51.1
E01030525,13.1,11,38.1,37.8
E01030526,17.4,13.4,38.6,30.6
E01030527,13.8,11.1,36.5,38.7
E01030532,17.6,15.5,45.8,20.9
E01030533,14.7,15.3,40.6,29.2
E01030534,13.9,14.1,42.9,29.1
E01030556,12.3,15.7,38.4,33.6
E01030535,17.9,15.7,41.7,24.7
E01030536,13.9,11.5,38.3,36.3
E01030537,12.9,13,35.2,38.7
E01030538,17.4,17.9,45.8,18.8
E01030544,14.9,14.7,40.6,29.9
E01030545,16.4,14.9,43.6,25
E01030546,17.7,14.6,41.2,26.4
E01030547,24.7,17.1,40.2,17.9
E01030529,15.6,14.3,40.8,29.4
E01030555,15.3,12.8,43.1,29
E01030557,16.6,12.8,39.9,30.8
E01030558,15.8,13.2,39.1,31.9
E01030515,14.7,11.7,38.5,35
E01030528,12.4,13.6,38.1,35.9
E01030530,13.9,12.3,37.4,36.6
E01030531,14.4,15.9,43.8,26
E01030603,15.4,13.6,37.3,33.8
E01030604,18.7,11.6,39.7,30
E01030605,20.5,17.9,43,18.6
E01030607,18.7,11.8,39.4,30
E01030559,14.2,12.5,32.9,40.4
E01030560,13.8,12.1,34.7,39.3
E01030561,14.1,8.8,34.1,43
E01030562,20.5,14.7,44.2,20.6
E01030563,8.3,25.1,49.3,17.6
E01030564,19.5,14,38.8,27.8
E01030606,15.7,13.1,36.7,34.3
E01030641,14.7,14.8,37,33.6
E01030642,18.1,16.5,39.2,26.3
E01030644,14.2,14,37,34.9
E01030565,16.4,13.2,36.3,34.2
E01030566,20.1,14.7,45.3,19.9
E01030567,15.5,11.9,41.6,30.9
E01030568,16.5,14.4,40.2,28.9
E01030569,22.1,16.6,46,15.5
E01030608,22.8,18.5,40.4,18.4
E01030609,30,16.7,43.1,10
E01030640,20.8,16.4,44.8,18.1
E01030643,17.5,14,41.1,27.5
E01030635,18.7,12.5,37.7,31.2
E01030636,15.2,15.2,38.7,30.8
E01030637,16.8,11.8,36.3,35.1
E01030638,15.4,13.1,34.5,36.9
E01030639,12.5,10.7,35.7,40.9
E01030589,14.4,14.8,37.9,32.8
E01030590,16.4,15.3,39.7,28.7
E01030591,16.3,13.5,36.5,33.7
E01030592,16.2,13.3,38.6,32.1
E01030599,23.2,17.6,44.6,14.5
E01030600,21.2,15,46.5,17.5
E01030601,24.2,17.4,43.2,15.2
E01030602,20.1,13.5,43.2,23.4
E01030598,17.4,15.9,42.4,24.2
E01030623,19.2,9.8,40.5,30.7
E01030624,18.7,13.8,42,25.6
E01030625,26.2,21.9,31.8,20
E01030626,15.7,14.7,39.5,30.2
E01030627,16.6,15.8,46.6,21.1
E01030615,22.3,17.9,48.6,11.1
E01030616,17.5,14.3,39.3,28.8
E01030617,17.9,14.3,43.4,24.4
E01030618,21.5,17.9,45.1,15.6
E01030619,20.2,16.4,39.6,23.8
E01030622,18.7,15.1,50.3,15.7
E01030610,19.6,14.9,43.4,22.1
E01030613,19.1,18.1,52.9,9.7
E01030614,21.3,14,44.9,19.8
E01035355,22.9,14.7,52,10.2
E01035356,17.2,17.2,48.2,17.4
E01035357,20.4,20.5,50.1,9
E01035358,16.5,20,47.3,16.2
E01030593,19.8,14.9,46.4,18.9
E01030596,23.6,11.8,41.4,23.4
E01030597,24.6,12.4,47,16.2
E01030620,17.5,16.7,41.7,24.2
E01030621,22.2,14.7,40.3,22.9
E01030594,23.1,15.1,40.5,21.2
E01030595,21.7,13.9,44.9,19.7
E01030630,20.2,14.6,39.6,25.6
E01030631,22.3,15.3,43.2,19
E01030570,19.6,14.3,43.5,22.4
E01030571,16,15.5,42.4,26.1
E01030572,18,17.7,47.3,17.1
E01030573,21.7,13.1,45.9,19.4
E01030574,18.3,17.1,49.7,14.8
E01030628,14.2,14.5,40.6,30.8
E01030629,16.8,14.8,41.6,26.8
E01030632,19.6,13.3,40.1,27
E01030633,24.3,12.5,41.8,21.4
E01030634,24.8,16.8,41.2,17.2
E01030585,19.7,11.5,38,30.8
E01030586,21.8,16,43.5,18.9
E01030587,19.5,13.9,42,24.5
E01030588,21.8,16,40.3,21.6
E01035359,27.9,19,49,4.6
E01035360,18.1,15.6,40.9,25.4
E01030580,21.5,14.3,47.6,16.6
E01030581,22.8,10.5,42.4,24.3
E01030582,22.2,14.7,46.6,16.6
E01030583,17.4,14.6,40.8,27.2
E01030576,19.3,14.8,44.5,21.5
E01030577,16.1,13.7,44.4,25.9
E01030578,18,14.4,42.2,25.4
E01030579,14,11.5,38.3,36.2
E01035361,19.9,13.7,47.9,18.5
E01035362,16.5,23.3,49.1,11
E01030667,12.3,25.8,41.7,20.1
E01030668,15.4,25.4,38.6,20.5
E01030669,12,43.3,31.2,13.5
E01030670,10.1,48.5,26.4,15
E01030671,6.4,57.4,24.1,12
E01030672,7.9,64.1,17.8,10.1
E01030673,13.3,31.5,31.4,24.1
E01030674,12.8,28.2,34.4,24.7
E01030675,15.8,32.4,35.6,16.2
E01030676,14.6,44.9,27.1,13.4
E01030663,19.6,20.6,40.4,19.4
E01030664,16.6,17.9,43.7,21.7
E01030665,21.4,17.8,45.4,15.5
E01030666,17,16.1,47.5,19.6
E01030687,15.5,17.3,42.6,24.7
E01030688,17.3,15.8,43.9,23.1
E01030656,19.3,15.8,41,24
E01030658,8.1,10.8,35.6,45.4
E01030685,15.1,22.4,38.9,23.4
E01030686,14.2,12.5,39.3,34.1
E01030689,16.3,13.4,44.8,25.4
E01030690,17.8,13.9,40,28.2
E01030691,17.2,13.3,41.3,28
E01030692,15.8,14.6,41.3,28.3
E01030652,19.5,16.7,42.8,21
E01030653,18.9,18.7,47.3,15
E01030654,18.2,14.8,46.6,20.6
E01030657,23,15.8,42.3,18.9
E01030659,15,18.8,40,26.2
E01030647,12.8,12.6,39.5,35.3
E01030648,18.1,16.7,42.4,22.7
E01030649,19.4,16.7,47.2,16.7
E01030650,19,18.3,43.4,19.5
E01030651,22,13.5,42.5,22
E01030655,19.4,14.6,43.1,23
E01030662,20.4,16.2,41.6,21.9
E01030677,14.1,12.6,43.4,29.8
E01030678,17.7,13.1,45,24.2
E01030679,19.5,10.7,39.6,30.3
E01030680,15,13.8,36.2,35.1
E01030645,20.1,18,41,21
E01030646,17.4,14.8,45.2,22.5
E01030660,21.9,17.3,42.6,18.4
E01030661,15.7,14.1,37.5,32.4
E01030684,17.3,17.9,44.4,20.3
E01030681,17.6,15.4,43.7,23.4
E01030682,20.3,12.9,43.6,23.3
E01030683,16.3,15.8,45.8,22.1
E01030693,17.7,12.1,39.7,30.4
E01030694,16.9,17.8,41.9,23.4
E01030695,14.6,12.9,36.4,36.3
E01030696,18.5,12.9,41.5,27.1
E01030743,17.4,15.3,45.1,22.1
E01030744,16,17.7,47.8,18.5
E01030745,23.7,18.4,43.4,14.6
E01030747,18.5,13,45.5,22.9
E01030709,22.4,16.9,44.9,15.8
E01030710,24.5,16.8,45.8,12.9
E01030711,21.4,17.5,42.7,18.2
E01030746,19.4,19.4,42.3,18.8
E01030707,20.2,15.9,46.4,17.4
E01030708,17.7,17.8,42.1,22.4
E01030712,19.7,18.1,41.6,20.7
E01030713,18.1,14.8,44.2,22.7
E01030714,14.8,17.1,45.9,22.1
E01030715,17.4,14.9,42.4,25.3
E01030716,14.1,14.6,42.7,28.6
E01030734,18.4,16.9,43.3,21.4
E01030735,16.3,16.9,44.1,22.5
E01030737,16.3,15.4,46.3,22.2
E01030738,15.9,16.4,47.8,19.9
E01034291,14.6,22.6,52.8,10.1
E01034292,12.9,24.2,54.3,8.8
E01030701,18.4,15.3,40.7,25.6
E01030702,21.5,16.5,43,19.1
E01030703,17.5,14.7,40.5,27.2
E01030704,15,16.2,37.8,31.1
E01030705,17.2,14.2,44,24.8
E01030706,19.2,15.5,45.2,20.4
E01030697,17.4,16,42.2,24.4
E01030698,19.2,16.6,42.7,21.5
E01030699,16,14.2,41.1,28.7
E01030700,16.4,15.6,46.1,21.9
E01030725,21.3,19.8,47,11.9
E01030729,18.3,15.7,40.9,25
E01030739,20.2,15.1,44.9,19.7
E01030740,18.3,17.6,37.4,26.8
E01030741,17.5,16,46,20.3
E01030748,19,17.3,42,21.7
E01030749,20.8,17.7,42.3,19.2
E01030750,19.8,18.2,43.8,18.3
E01030751,19.5,17,46.3,17.2
E01030752,23,17.3,42.1,17.5
E01030726,16.8,14.7,42.4,26.2
E01030727,15.9,12,43.5,28.7
E01030728,12.9,12.9,37.7,36.7
E01030742,16.8,13.8,42.7,26.8
E01030753,15.3,12.5,41.3,30.7
E01030754,19.3,13.4,41,26.1
E01030755,20.5,15.8,44,19.8
E01030756,16.8,11.6,40.8,30.7
E01030717,16.4,15.6,40.8,27.2
E01030718,18.1,12.9,43.5,25.7
E01030719,16.4,13.9,36.7,33.2
E01030720,18.1,12.9,37.9,31.1
E01030721,15,14.2,37.7,32.9
E01030722,18.8,13.1,41.8,26.3
E01030723,18.3,12.8,38.6,30.4
E01030724,18.3,13.4,44.8,23.5
E01030730,14.2,10.9,35.6,39.7
E01030731,18.6,13.9,40.9,26.6
E01030732,12.2,12.6,34.3,41
E01030733,12.9,13.1,39.1,35
E01030763,14.4,10.9,41.7,33
E01030764,13.5,13.3,38.3,34.8
E01030765,19.5,14.3,39.4,26.8
E01030809,14.7,13.8,39.6,31.8
E01030810,16.8,11.2,39.4,32.6
E01030811,18.3,10.9,41,29.9
E01030757,18.3,14.8,46.4,20.4
E01030758,18.3,12.8,41.4,27.6
E01030759,18.5,12.9,41.1,27.5
E01030760,19.3,12.1,42.5,26
E01030778,13.2,14.3,40.8,31.7
E01030779,12.3,12.6,36,39.1
E01030780,14.9,13.3,40.8,30.9
E01030781,17.2,14,45.2,23.7
E01030786,18.5,19.4,42.7,19.4
E01030787,19.5,18.6,44.1,17.8
E01030788,23.3,18.5,38.8,19.6
E01030801,16.9,21.4,47.6,14.1
E01030802,15.3,14.8,41.3,28.7
E01030796,15.9,12.5,40.4,31.1
E01030797,15.4,15.3,41.7,27.6
E01030798,16,15,37.5,31.4
E01030799,13.7,15.3,38.7,32.2
E01030800,13.1,20.3,39.4,27.2
E01030761,14.5,16.1,45.7,23.5
E01030762,16.1,14.2,44.4,25.2
E01030806,19,15.1,39.2,27
E01030807,26,19.6,38.1,16.3
E01030808,19.8,14.6,43.9,21.6
E01030774,20.7,16.2,42.8,20.2
E01030775,17.3,13.2,38.9,30.6
E01030776,18.5,12.9,39.2,29.4
E01030777,20.1,15.6,42.4,22
E01030793,19,22.8,45.6,12.5
E01030794,16.6,16.9,44.9,21.4
E01030795,12.6,19.4,42.8,25.3
E01030803,15.7,18.5,44.9,20.8
E01030804,12.7,14.8,38,34.2
E01030805,19.3,18,42.3,20.6
E01030789,15.5,15.3,36.4,32.6
E01030790,21.1,14.5,42,22.4
E01030791,17.5,13.7,39.7,29.2
E01030792,14.1,15.1,37.5,33.3
E01030766,15.1,17.1,44.7,23.1
E01030767,21.4,16.4,43.8,18.4
E01030768,16.3,14.9,41.6,27.2
E01030769,16.5,13.6,37.9,32.2
E01030770,17.7,12.9,41,28.2
E01030771,17.3,13.8,40.8,28.2
E01030772,17.8,14.7,41.3,26
E01030773,16.8,13.8,42.6,26.8
E01030782,17.5,11.4,41,30
E01030783,18.4,15.7,43.4,22.6
E01030784,20.1,19.4,45.6,14.9
E01030785,13.4,11.2,41.9,33.8
E01030855,14.7,11.8,35.5,37.9
E01030856,16.6,13.8,42.1,27.5
E01030859,19.8,14.9,49.3,16
E01035363,20.6,24.4,43.8,11.2
E01035364,19.7,16.7,48,15.5
E01030844,20.8,14.7,43.4,21
E01030845,21.3,15.8,42.9,20
E01030846,19.7,13.4,37.9,28.9
E01030857,18.8,17.4,45,18.8
E01030858,21,16.7,43.3,19
E01030828,17.5,19.2,38.1,25.1
E01030829,17.2,14.4,43.4,25.1
E01030830,21.1,15,42.4,21.3
E01030850,21.2,14.5,43,21.4
E01030851,19.5,16.2,46.2,18.4
E01030861,25.5,18.3,31.5,24.7
E01030820,16.7,13.1,36.7,33.7
E01030847,13,12.8,38.5,35.5
E01030848,20,14.6,43.5,21.8
E01030831,16.7,12.8,37.9,32.7
E01030832,15.6,11.2,38.3,34.8
E01030836,17.3,14.7,39.5,28.6
E01030837,20.7,12.7,40.5,25.8
E01030838,18.4,13.3,40.5,27.8
E01030839,17.9,11.9,36.3,33.8
E01030840,19.4,15.7,39.3,25.7
E01030841,19,11.6,36.1,33.4
E01030842,22.5,15.4,42.7,19.4
E01030843,17.7,18.7,38,25.5
E01030812,18.4,15.9,40.1,25.6
E01030813,16.7,12.1,42.5,28.5
E01030814,18.3,13,39.6,29.1
E01030815,17.6,13.3,39.3,29.6
E01030824,21.6,14.5,41.6,22.4
E01030825,14.4,13.4,39.5,32.7
E01030826,19.8,15.4,41.3,23.5
E01030827,16.6,14.7,40,28.7
E01030821,14.6,18.5,38.7,28.4
E01030822,13.5,10.8,35,40.3
E01030833,18.5,12.8,37.2,31.3
E01030834,18.4,12.8,38.4,30.4
E01030835,17.4,14.7,40.8,27.3
E01030816,17.6,14.1,39.4,29
E01030817,14.1,14.4,39.1,32.2
E01030818,16.4,15.6,39.6,28.4
E01030819,13.8,16,41.9,28.3
E01030823,13.9,13.9,36.7,35.2
E01030852,17.5,13,38.5,31.1
E01030853,17.6,14.4,37,30.8
E01030854,17.5,13.1,36.9,32.1
E01032571,16.2,13.1,37.5,33.3
E01030890,17.8,15.5,41.4,25.2
E01030902,17.5,12.8,38.9,30.8
E01030903,15.8,18.1,44.1,22.1
E01030904,16.4,13.6,37.9,32.2
E01030891,17.1,13.1,41.3,28.4
E01030892,19.3,14.2,44.5,22.1
E01030899,14.4,11.3,40.3,34
E01030900,16.4,13.8,40.2,29.6
E01030901,18.7,26.6,37.7,17.1
E01030884,14.5,20.8,36.4,28.2
E01030885,9.6,28.8,28.6,33
E01030886,17,15.3,37.5,30.1
E01030893,18.8,19.1,42,19.9
E01030895,15.7,25.8,40.3,18.2
E01030881,22.3,11.2,37.9,28.5
E01030883,20.4,11.9,39.6,28
E01030888,20.9,16.3,40.7,22.3
E01030894,16.6,13.3,34.7,35.6
E01030911,19.4,12.2,41,27.4
E01030912,17,14.7,40.9,27.2
E01030913,22.8,13.6,42.4,21.1
E01030920,19.6,11.4,44.6,24.4
E01030921,15.2,13.9,43.9,27
E01030882,21.8,11.2,39.6,27.5
E01030887,22.7,12.8,40,24.7
E01030889,20.9,17.3,39,22.9
E01030896,19.6,16.9,43.8,19.6
E01030897,22,13.1,40.4,24.4
E01030916,17.7,14.9,49.5,17.9
E01030917,18.9,18.1,46.6,16.6
E01030918,16.3,10.9,42.6,30.2
E01030919,21.7,29.9,27.1,21.4
E01030922,17.9,13.9,43.6,24.7
E01030863,17,11.5,40.1,31.6
E01030865,17.7,17.6,37.6,27.2
E01030866,18.7,11.4,41.5,28.2
E01030940,18.9,13.5,39,28.5
E01030898,17.8,14.5,40.1,27.8
E01030905,22.3,15.2,41.3,21.3
E01030906,20.2,13.5,41.1,25.4
E01030907,19.4,16.1,32.8,31.5
E01030914,18.7,14.2,48.1,19.2
E01030915,17.9,14.3,46.1,21.9
E01030923,21.9,11.2,42.1,24.6
E01030924,19.6,11.5,41.6,27.4
E01030925,21.1,11.3,38.4,29.5
E01030877,15.6,10.6,38.6,35.2
E01030878,17.8,12,36.5,33.6
E01030937,19.1,14.4,42.9,23.3
E01030938,16.3,12.6,35.9,35.3
E01030939,15.9,14.7,41.1,27.9
E01030864,19.1,12.5,42.7,25.7
E01030879,13.9,14.6,38.5,33
E01030941,18.5,15.6,38.3,27.6
E01030942,17.6,12,39,31.4
E01030943,21.1,14.9,41.8,22.2
E01030870,17.2,10.8,34.4,37.6
E01030871,18.6,13.6,38.3,29.6
E01030872,16.5,15,37,31.5
E01030873,15.8,13.4,36,34.8
E01030874,20.3,28.2,26.9,24.6
E01030875,14,15.7,39.8,30.4
E01030876,15.7,11.4,32.6,40.5
E01030862,12,11.6,31.3,45.3
E01030867,16.5,12.4,40.1,31
E01030868,21.8,12.6,39.7,25.8
E01030869,18.4,11.7,42.3,27.5
E01030880,13,22.1,31.8,33.1
E01030930,18.4,11.2,39.2,31.2
E01030931,17.9,11.5,40.4,30.2
E01030932,19.6,12.1,41.3,27.1
E01030933,19.5,13.2,39.5,27.9
E01030926,19.5,10.3,41.8,28.4
E01030927,18.2,13,43.1,25.5
E01030928,16,16.5,43.6,23.7
E01030929,16.6,18.1,39.9,25.5
E01030908,18.1,12.8,39.4,29.7
E01030909,16.3,12.2,39.3,32.1
E01030910,13.4,12.2,36.5,38.1
E01030934,14.8,13.5,39.2,32.7
E01030935,15.9,13.7,42.1,28.4
E01032626,14.2,13.4,36.7,35.6
E01030946,19.7,15.3,42,23.1
E01030947,20.3,15.1,43.6,21
E01030948,18.3,13.8,45.6,22.1
E01030949,19.5,15.3,47,18.1
E01030950,16.2,12.6,41.1,29.9
E01030996,18.9,10.2,38.4,32.4
E01030998,15,12.3,34.3,38.4
E01031002,16.9,12.6,37.3,33.5
E01031003,20,12.9,39.5,27.7
E01031004,18.5,14.2,46.8,20.6
E01030963,17.8,12.3,37.3,32.4
E01030964,16.2,17.4,42.9,23.4
E01030965,18.6,12.5,39.8,29
E01030966,20.7,14.8,42.9,21.5
E01030967,16.9,11.7,38.7,32.5
E01030968,22.2,15.1,40.1,22.4
E01030980,20.1,22.5,47.7,9.6
E01030981,19.8,23.4,41.2,15.6
E01030983,18.1,24.2,43.9,14
E01030984,24.2,21.4,41.3,13.2
E01034293,21.4,22.8,42.8,13.1
E01030951,15.6,17.5,44.9,22.1
E01030952,27.7,17.3,40.7,14.2
E01030953,16.3,13.4,41.9,28.2
E01030956,19.8,14.1,45,21.1
E01030957,24.5,16.2,43.2,16
E01030958,17.7,13.5,43.8,24.8
E01030959,17.9,13.4,40.7,28.1
E01030988,15.6,18.9,43.5,22
E01030989,17.9,16.4,45,20.9
E01030990,18.3,12,38,32
E01030997,14.6,11,36.6,37.8
E01030974,17.7,18.2,44.3,20
E01030975,21.1,13.5,41.4,24
E01030976,17.7,14.7,45.3,22.6
E01030977,16.6,13.9,44.5,25
E01030979,21.6,16.5,46.9,15.1
E01030954,18.5,20.2,48.7,12.6
E01030969,22,10.3,46.3,21.4
E01030970,19.7,11.5,45.1,23.6
E01030991,16.5,16.1,47.4,19.9
E01034294,10.1,32.3,53.7,4
E01034295,14.3,18.8,49.2,17.8
E01030960,19.4,15.6,45.5,19.4
E01030961,18.8,14.5,41.2,25.3
E01030962,16.8,16.4,40.9,25.9
E01031000,15.7,14.4,40.4,29.3
E01030955,19.6,11.8,41.5,27.1
E01030992,17.3,16.7,44.4,21.6
E01030999,15.6,13,37.5,33.9
E01031001,18.1,14.3,42.4,25
E01030971,21.4,17.3,44.9,16.4
E01030972,21.6,16.3,43.1,19.1
E01030994,19.6,15.8,48.3,16.1
E01030995,22.4,19.2,47,11.4
E01034296,15.9,13.3,42.7,28.1
E01034297,30.9,19.9,42.6,6.5
E01030944,20.3,13.7,44.5,21.5
E01030945,18.5,15.2,43.1,23.2
E01030978,24.7,13.3,47.8,14.1
E01030986,12.8,10.9,38.7,37.6
E01030987,15.9,14.5,38.4,31
E01031349,16.1,13.9,38,32.1
E01031350,17.4,18.3,43.1,21
E01031351,17.2,12.9,40.2,29.6
E01031352,14.7,13.3,39.4,32.5
E01031370,19.6,16.6,39.7,24.1
E01031374,19.7,12.7,43.3,24.2
E01031338,20.3,12.5,39.2,28
E01031339,19.4,11.7,40.6,28.3
E01031340,15.9,10.9,35.6,37.7
E01031365,19.9,11.7,40.1,28.2
E01031367,18.8,9.8,35.8,35.8
E01031345,16.2,12.2,39.8,31.7
E01031353,18,22.3,29.6,30.1
E01031354,14.5,11.4,38.8,35.5
E01031355,20,14.1,42.5,23.7
E01031359,19.5,14.8,41.6,24.1
E01031347,21.3,17.2,41.2,20.6
E01031348,23.1,16.2,44,16.8
E01031366,18.4,16.7,41.3,23.6
E01031371,18.4,14.1,40.4,27.2
E01031372,19.2,14.7,40.7,25.1
