LSOA code,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English
E01014456,95.8,2.4,1.2,0.5,0
E01014851,96.4,2.4,0.7,0.5,0
E01014777,96.5,2.4,0.8,0.3,0
E01018899,96.3,2.4,0.9,0.4,0
E01032006,96.2,2.4,0.9,0.5,0
E01020572,96.2,2.4,0.8,0.5,0
E01022135,95.8,2.4,1.6,0.2,0
E01022169,95.8,2.4,1.3,0.5,0
E01022170,96,2.4,1.2,0.4,0
E01022118,96.2,2.4,1.1,0.3,0
E01029296,94,2.4,3.2,0.3,0
E01035185,95.8,2.3,1.3,0.6,0
E01008375,95.2,2.3,1.6,0.9,0
E01008261,95.7,2.3,1.4,0.6,0
E01012442,95,2.3,1.6,1,0
E01034673,96.3,2.3,1.1,0.3,0
E01018616,96.3,2.3,1.1,0.3,0
E01018632,96.8,2.3,0.7,0.2,0
E01018627,95.2,2.3,1.9,0.5,0
E01025281,96.9,2.3,0.7,0,0
E01005726,94.5,2.3,1.9,1.3,0
E01006307,92.4,2.3,4.1,1.2,0
E01006213,93.3,2.3,3.2,1.2,0
E01006327,95.6,2.3,1.7,0.4,0
E01006587,94.2,2.3,2.7,0.7,0
E01006550,94.8,2.3,2.3,0.7,0
E01006952,96.3,2.3,0.9,0.5,0
E01012832,95.6,2.3,1.9,0.3,0
E01013219,91.7,2.3,3.9,2.2,0
E01027577,96.6,2.3,1,0.1,0
E01034957,94.5,2.3,2.5,0.6,0
E01007642,94.2,2.3,2.7,0.8,0
E01033694,94.3,2.3,2.9,0.4,0
E01013939,94,2.3,2.9,0.8,0
E01027070,95.3,2.3,1.5,0.9,0
E01027222,95.5,2.3,1.2,1,0
E01027204,95.3,2.3,1.6,0.8,0
E01034255,95.6,2.3,1.7,0.4,0
E01019694,96.9,2.3,0.8,0,0
E01025789,95.8,2.3,1.2,0.8,0
E01025795,94.9,2.3,2.3,0.5,0
E01025800,95.9,2.3,1.3,0.5,0
E01025791,95.4,2.3,1.7,0.6,0
E01025864,96.1,2.3,1,0.6,0
E01026130,95.8,2.3,1.3,0.6,0
E01026171,96.3,2.3,1,0.3,0
E01014180,94.2,2.3,2.7,0.9,0
E01014151,95,2.3,2,0.7,0
E01031088,94.9,2.3,1.9,0.9,0
E01031089,96.2,2.3,1.2,0.4,0
E01032244,95.3,2.3,1.8,0.6,0
E01009160,95,2.3,2,0.8,0
E01009528,95.3,2.3,2.1,0.3,0
E01009880,95.4,2.3,1.6,0.7,0
E01010288,94.6,2.3,2.4,0.8,0
E01010295,94.9,2.3,2.1,0.7,0
E01015867,96.5,2.3,0.9,0.3,0
E01015860,95.9,2.3,0.9,0.9,0
E01018019,96.5,2.3,0.9,0.3,0
E01018284,96.8,2.3,0.4,0.5,0
E01021272,94.9,2.3,2.5,0.3,0
E01021273,95.1,2.3,1.7,0.9,0
E01021289,95.9,2.3,1.2,0.6,0
E01021454,96.7,2.3,0.8,0.2,0
E01021833,92.9,2.3,3.3,1.5,0
E01022099,96.7,2.3,1,0,0
E01023431,95.9,2.3,1.8,0,0
E01023587,96.8,2.3,0.5,0.4,0
E01023802,96,2.3,1.5,0.2,0
E01030149,96.4,2.3,1.1,0.3,0
E01000344,95.6,2.3,1.7,0.5,0
E01001022,96.3,2.3,1.1,0.3,0
E01002364,96.5,2.3,0.8,0.5,0
E01016121,95.6,2.3,1.6,0.5,0
E01016694,96.4,2.3,0.9,0.5,0
E01035266,96.6,2.3,1,0.1,0
E01016977,96,2.3,1.2,0.6,0
E01017093,95.2,2.3,1.6,0.9,0
E01017768,97,2.3,0.6,0.2,0
E01017754,97.3,2.3,0.3,0.1,0
E01021041,96.9,2.3,0.5,0.2,0
E01021220,95.2,2.3,1.5,1,0
E01034708,96.5,2.3,0.8,0.3,0
E01023061,95.3,2.3,2,0.4,0
E01032812,96.2,2.3,1,0.5,0
E01034989,96.6,2.3,1.2,0,0
E01024070,96.4,2.3,0.7,0.6,0
E01024325,97.1,2.3,0.4,0.1,0
E01024600,95,2.3,1.9,0.8,0
E01035751,96.7,2.3,0.5,0.5,0
E01028789,97,2.3,0.5,0.2,0
E01030504,96.5,2.3,0.8,0.5,0
E01030594,96.3,2.3,1.2,0.2,0
E01030732,96,2.3,1.3,0.4,0
E01030903,96.6,2.3,1,0.2,0
E01034818,96.3,2.3,1,0.4,0
E01031469,94.8,2.3,1.6,1.3,0
E01031380,96.8,2.3,0.7,0.3,0
E01031760,96.3,2.3,1.2,0.2,0
E01031700,96.7,2.3,0.8,0.3,0
E01031701,96.4,2.3,0.9,0.5,0
E01014836,96.2,2.3,1.4,0.1,0
E01034169,95.7,2.3,1.3,0.7,0
E01015545,95.2,2.3,2,0.4,0
E01018841,96.7,2.3,0.7,0.4,0
E01018934,96.4,2.3,1,0.3,0
E01019030,96.7,2.3,0.7,0.2,0
E01031922,96.3,2.3,0.8,0.6,0
E01015428,95.6,2.3,1.5,0.6,0
E01020443,94.3,2.3,2.3,1.1,0
E01022119,96.7,2.3,0.9,0.1,0
E01034784,94.7,2.3,2.5,0.5,0
E01034790,95.2,2.3,1.8,0.7,0
E01022309,94.7,2.3,2.5,0.5,0
E01022327,93.9,2.3,2.6,1.1,0
E01029037,96.8,2.3,0.6,0.4,0
E01029252,94.9,2.3,2.3,0.5,0
E01012298,97,2.2,0.5,0.3,0
E01035198,94.4,2.2,2,1.4,0
E01012363,95.1,2.2,1.8,0.9,0
E01008416,96.1,2.2,1.1,0.7,0
E01008544,94.6,2.2,2.8,0.5,0
E01018371,96.7,2.2,1.1,0.1,0
E01019339,95.7,2.2,1.6,0.4,0
E01025465,96.2,2.2,1.1,0.5,0
E01004989,96.2,2.2,1,0.6,0
E01006322,93.8,2.2,2.1,1.8,0
E01006539,95.8,2.2,1.6,0.4,0
E01007238,96,2.2,1.7,0.1,0
E01013176,92.1,2.2,4,1.7,0
E01035477,95.5,2.2,1.9,0.4,0
E01013318,95.6,2.2,1.6,0.6,0
E01013284,94.4,2.2,2.2,1.1,0
E01013381,96.5,2.2,1,0.3,0
E01027850,96.5,2.2,1.1,0.2,0
E01007467,93,2.2,4,0.8,0
E01007521,95.4,2.2,1.7,0.7,0
E01007968,93.3,2.2,2.7,1.9,0
E01010888,97.2,2.2,0.4,0.2,0
E01011099,94.8,2.2,2.1,0.9,0
E01011655,95.3,2.2,1.5,1,0
E01011465,96.7,2.2,1,0.2,0
E01011336,96.2,2.2,1.1,0.4,0
E01011415,94.9,2.2,2.8,0.1,0
E01011632,95.5,2.2,1.9,0.4,0
E01011895,96.6,2.2,0.8,0.4,0
E01011864,93.3,2.2,3,1.5,0
E01027148,95.7,2.2,1.7,0.4,0
E01019578,96.4,2.2,1,0.4,0
E01019717,94.3,2.2,2.2,1.2,0
E01028164,94.6,2.2,1.9,1.2,0
E01028187,94,2.2,2.9,0.8,0
E01028397,96.8,2.2,0.9,0.2,0
E01031081,95.9,2.2,1.5,0.4,0
E01031055,95.9,2.2,1.7,0.2,0
E01031065,96.1,2.2,1.2,0.5,0
E01032242,93.6,2.2,3.1,1,0
E01034321,96.4,2.2,1.4,0,0
E01032325,95.8,2.2,1.2,0.8,0
E01009430,95.5,2.2,1.3,0.9,0
E01008959,95.7,2.2,1.7,0.4,0
E01010114,96.5,2.2,1,0.3,0
E01010357,95.9,2.2,1.4,0.5,0
E01015797,96,2.2,1.3,0.4,0
E01015825,96.1,2.2,1.3,0.4,0
E01033810,97.4,2.2,0.3,0.1,0
E01018064,96.3,2.2,0.9,0.5,0
E01021418,95.6,2.2,1.7,0.5,0
E01033460,95.9,2.2,1.4,0.6,0
E01021622,95.8,2.2,1.5,0.5,0
E01021721,96.5,2.2,0.7,0.5,0
E01021737,96.1,2.2,1.6,0.1,0
E01022063,96.8,2.2,0.8,0.2,0
E01023526,96.4,2.2,1.3,0.1,0
E01023824,96.5,2.2,1,0.3,0
E01029914,95.4,2.2,1.9,0.5,0
E01030019,93.9,2.2,2.8,1.1,0
E01023693,96.1,2.2,1.2,0.5,0
E01023749,97.5,2.2,0.2,0.1,0
E01023710,96.6,2.2,0.7,0.4,0
E01023668,96.4,2.2,1,0.4,0
E01023730,97.2,2.2,0.4,0.2,0
E01023970,96.5,2.2,1,0.3,0
E01030206,97.1,2.2,0.6,0.1,0
E01000446,97.2,2.2,0.3,0.2,0
E01000695,97,2.2,0.6,0.1,0
E01000768,96.3,2.2,1.4,0.1,0
E01001017,96.8,2.2,0.6,0.4,0
E01002307,93.8,2.2,2.8,1.2,0
E01004387,95.3,2.2,1.5,0.9,0
E01016084,94.3,2.2,2.6,0.9,0
E01016188,96.2,2.2,1.3,0.3,0
E01016239,95.4,2.2,2,0.4,0
E01016318,96.2,2.2,1.1,0.5,0
E01033851,96.5,2.2,1.1,0.2,0
E01016633,96.9,2.2,0.7,0.2,0
E01016638,97.1,2.2,0.6,0,0
E01017751,97.3,2.2,0.5,0,0
E01021070,96.5,2.2,1.1,0.3,0
E01021156,95.9,2.2,1.2,0.6,0
E01034709,96,2.2,1.4,0.4,0
E01022662,95.5,2.2,1.7,0.6,0
E01022650,96.1,2.2,1,0.6,0
E01022720,96.5,2.2,0.9,0.4,0
E01022885,96.7,2.2,1,0.1,0
E01022998,96.7,2.2,1,0.2,0
E01023266,95.9,2.2,1.5,0.4,0
E01028781,95.6,2.2,1.9,0.2,0
E01028811,96,2.2,1.4,0.4,0
E01030404,96.7,2.2,0.9,0.2,0
E01030475,96.5,2.2,1.1,0.2,0
E01030466,97.5,2.2,0.3,0,0
E01030523,96.2,2.2,1.1,0.6,0
E01030696,95.6,2.2,1.8,0.3,0
E01030856,96.9,2.2,0.7,0.1,0
E01030826,97.3,2.2,0.4,0.1,0
E01031730,95.3,2.2,1.9,0.6,0
E01014405,96.7,2.2,0.9,0.2,0
E01014442,95,2.2,2.2,0.7,0
E01014593,95.7,2.2,1.6,0.5,0
E01032678,96.5,2.2,1.1,0.2,0
E01015009,96.6,2.2,1,0.2,0
E01014955,96.5,2.2,1.2,0.1,0
E01034157,96.6,2.2,0.9,0.3,0
E01015553,94.9,2.2,1.7,1.2,0
E01018849,97,2.2,0.8,0,0
E01031910,94.9,2.2,2,0.9,0
E01031889,96.1,2.2,1.3,0.3,0
E01015301,95.4,2.2,2,0.4,0
E01015407,95.1,2.2,2.1,0.5,0
E01020482,95.9,2.2,1.5,0.4,0
E01020110,96,2.2,1.7,0.2,0
E01034643,96,2.2,1.5,0.2,0
E01022138,96.2,2.2,1.2,0.4,0
E01022104,96.2,2.2,1,0.6,0
E01022112,97,2.2,0.8,0,0
E01022191,95.7,2.2,1.6,0.5,0
E01022316,96.9,2.2,0.7,0.2,0
E01022310,94.3,2.2,2.9,0.6,0
E01032938,95.5,2.2,1.5,0.8,0
E01029227,94.2,2.2,2.7,0.8,0
E01029256,96.9,2.2,0.8,0.1,0
E01034491,94.7,2.1,2.1,1.1,0
E01012743,94.8,2.1,2.3,0.8,0
E01018510,96.6,2.1,1,0.3,0
E01018595,95,2.1,2.2,0.7,0
E01034072,97.4,2.1,0.4,0,0
E01019331,96.2,2.1,1.1,0.6,0
E01004781,95.5,2.1,1.7,0.7,0
E01004985,96.7,2.1,0.6,0.6,0
E01005575,95.2,2.1,1.8,0.9,0
E01007159,96.9,2.1,0.3,0.7,0
E01012954,96.9,2.1,0.8,0.2,0
E01013285,94.1,2.1,2.7,1,0
E01013443,95.8,2.1,1.6,0.4,0
E01027650,96.6,2.1,1,0.3,0
E01007409,93.3,2.1,2.4,2.2,0
E01007723,96.4,2.1,1.2,0.3,0
E01008156,97.6,2.1,0.1,0.2,0
E01007927,96.4,2.1,1.1,0.5,0
E01010786,95.5,2.1,1.6,0.9,0
E01011047,96,2.1,1.4,0.5,0
E01011454,97,2.1,0.6,0.3,0
E01011460,96,2.1,0.9,0.9,0
E01032490,96,2.1,1.4,0.5,0
E01032491,96.9,2.1,0.3,0.6,0
E01011838,94,2.1,2.4,1.5,0
E01013912,95.3,2.1,2.2,0.4,0
E01027048,96.9,2.1,0.9,0.1,0
E01035415,96.1,2.1,1,0.8,0
E01027208,94.7,2.1,2.8,0.4,0
E01035425,96.8,2.1,1,0.1,0
E01035427,96.7,2.1,1,0.2,0
E01019679,95.7,2.1,1.6,0.6,0
E01034655,96.5,2.1,1,0.4,0
E01025627,96.7,2.1,1,0.3,0
E01025899,93.5,2.1,3.5,0.9,0
E01026142,95.1,2.1,2.2,0.6,0
E01026348,96.4,2.1,1.1,0.4,0
E01028042,95.2,2.1,2.1,0.6,0
E01028138,96.1,2.1,1.6,0.3,0
E01028208,96.3,2.1,1,0.7,0
E01028192,96.4,2.1,0.8,0.7,0
E01035062,95.3,2.1,2.1,0.5,0
E01029607,96.5,2.1,1.4,0.1,0
E01031221,96.9,2.1,0.9,0.1,0
E01031269,97.2,2.1,0.4,0.3,0
E01032324,96.3,2.1,1.3,0.4,0
E01032448,96.4,2.1,1,0.5,0
E01009421,96.1,2.1,1.1,0.7,0
E01008923,92,2.1,4.5,1.4,0
E01009119,96,2.1,1.4,0.4,0
E01009214,93.6,2.1,2.5,1.8,0
E01009767,96.1,2.1,1,0.8,0
E01010110,96.9,2.1,0.6,0.4,0
E01010457,94.9,2.1,2,0.9,0
E01015916,95.4,2.1,1.8,0.7,0
E01017503,96.5,2.1,1.2,0.2,0
E01017480,95.6,2.1,1.4,0.9,0
E01018024,95.8,2.1,0.9,1.2,0
E01032611,97,2.1,0.6,0.3,0
E01018128,96.6,2.1,0.7,0.6,0
E01021244,96.8,2.1,0.9,0.2,0
E01021308,96.4,2.1,1.1,0.4,0
E01021283,95.8,2.1,1.6,0.5,0
E01021452,96.7,2.1,0.9,0.3,0
E01021633,96.9,2.1,0.7,0.4,0
E01021815,94.4,2.1,2.2,1.3,0
E01023407,96.5,2.1,1,0.4,0
E01023629,96.8,2.1,1,0.1,0
E01023853,97,2.1,0.7,0.2,0
E01026801,94.9,2.1,2.4,0.6,0
E01033316,96.6,2.1,1.1,0.3,0
E01023971,96.2,2.1,1.5,0.2,0
E01023459,96.1,2.1,1.2,0.6,0
E01023513,96.2,2.1,1.3,0.4,0
E01023797,96.6,2.1,0.9,0.3,0
E01030188,94.5,2.1,2.4,1,0
E01034564,96,2.1,1.5,0.4,0
E01001018,97.4,2.1,0.4,0.1,0
E01002348,94.7,2.1,2.3,0.9,0
E01016083,95.7,2.1,1.9,0.3,0
E01016261,97.2,2.1,0.4,0.3,0
E01016298,95.6,2.1,1.5,0.8,0
E01016340,96.3,2.1,1.3,0.3,0
E01016436,96.6,2.1,1,0.3,0
E01016640,96.5,2.1,0.8,0.5,0
E01017041,95.7,2.1,1.6,0.6,0
E01017258,95.2,2.1,2.1,0.7,0
E01017331,97.2,2.1,0.4,0.3,0
E01017938,97.4,2.1,0.5,0.1,0
E01020921,96,2.1,1.5,0.5,0
E01021035,96.6,2.1,1.2,0.1,0
E01021050,96.4,2.1,1.2,0.3,0
E01022574,95.7,2.1,1.6,0.5,0
E01022583,96,2.1,1.7,0.3,0
E01022623,96.7,2.1,1,0.1,0
E01022654,96,2.1,1.7,0.2,0
E01032878,94.6,2.1,2.2,1.1,0
E01022949,96.2,2.1,1.3,0.3,0
E01034066,95.9,2.1,1.4,0.6,0
E01035451,97,2.1,0.7,0.2,0
E01024087,96.7,2.1,1.1,0.1,0
E01024349,95.4,2.1,2,0.5,0
E01024698,95.8,2.1,1.4,0.7,0
E01028470,95.7,2.1,1.5,0.7,0
E01028500,96,2.1,1.1,0.7,0
E01028640,97.1,2.1,0.7,0.2,0
E01028647,96.3,2.1,1,0.5,0
E01030458,96,2.1,1.9,0,0
E01030605,96.8,2.1,0.7,0.4,0
E01030562,96.5,2.1,1,0.3,0
E01030642,95.7,2.1,1.6,0.5,0
E01030623,96.9,2.1,0.7,0.3,0
E01035360,97.8,2.1,0.2,0,0
E01030778,96.9,2.1,0.7,0.2,0
E01030798,97.4,2.1,0.5,0.1,0
E01030808,97.4,2.1,0.4,0.2,0
E01030904,96.8,2.1,1,0.2,0
E01031729,96.6,2.1,1.1,0.1,0
E01031782,96.8,2.1,1,0.1,0
E01031816,96.5,2.1,0.9,0.4,0
E01014417,96.5,2.1,1,0.4,0
E01014617,96.7,2.1,0.8,0.4,0
E01014597,94.8,2.1,1.7,1.4,0
E01015008,96.4,2.1,1.4,0.2,0
E01015212,96.4,2.1,0.9,0.6,0
E01015551,96.2,2.1,1.5,0.2,0
E01033847,97.1,2.1,0.5,0.2,0
E01018913,95.7,2.1,1.8,0.4,0
E01018865,95.3,2.1,1.6,1.1,0
E01034523,96.7,2.1,0.8,0.3,0
E01032016,97,2.1,0.8,0.1,0
E01032085,93.3,2.1,3.4,1.2,0
E01015405,97.3,2.1,0.5,0.1,0
E01020367,97,2.1,0.7,0.2,0
E01020392,96.2,2.1,1.2,0.5,0
E01034379,97.2,2.1,0.7,0.1,0
E01020005,96,2.1,1.4,0.4,0
E01022343,95.7,2.1,1.5,0.7,0
E01012247,97,2,0.8,0.3,0
E01033474,96.9,2,0.8,0.3,0
E01035203,96.9,2,0.8,0.3,0
E01020719,96.6,2,0.8,0.7,0
E01027471,97.3,2,0.6,0.1,0
E01008592,96.2,2,1.1,0.7,0
E01008787,95.7,2,1.7,0.7,0
E01008863,97,2,0.7,0.3,0
E01012522,94.7,2,2.5,0.7,0
E01033375,97.3,2,0.6,0.2,0
E01033376,96.7,2,1.1,0.3,0
E01018377,96.8,2,0.6,0.5,0
E01018322,97.2,2,0.5,0.3,0
E01018335,96.7,2,1,0.3,0
E01018550,94.1,2,2.4,1.5,0
E01019104,96.8,2,1,0.2,0
E01019211,93.8,2,3.1,1.2,0
E01019370,96.5,2,0.9,0.5,0
E01019354,95.2,2,1.9,0.9,0
E01025231,96.3,2,1.3,0.3,0
E01005546,95,2,2.3,0.7,0
E01005864,95.7,2,1.4,0.9,0
E01005855,95.6,2,1.7,0.7,0
E01005858,95.9,2,1.6,0.5,0
E01006033,95.7,2,1.5,0.9,0
E01006025,95.9,2,1.8,0.3,0
E01006467,94.2,2,2.9,1,0
E01006629,96.9,2,0.8,0.2,0
E01007258,97.9,2,0.1,0,0
E01012819,96,2,1,1,0
E01013092,97.5,2,0.3,0.2,0
E01013093,97.1,2,0.5,0.4,0
E01013413,96.5,2,1.1,0.4,0
E01013358,97.3,2,0.6,0.1,0
E01027655,96.1,2,1.4,0.5,0
E01027662,97.6,2,0.3,0.2,0
E01027868,95.3,2,2,0.6,0
E01007571,95.9,2,1.6,0.5,0
E01007739,92.7,2,3.2,2.2,0
E01007912,96.6,2,1.2,0.2,0
E01007978,95.2,2,2.1,0.7,0
E01011161,95.5,2,2,0.5,0
E01027301,96.1,2,1.2,0.7,0
E01027264,95.5,2,1.8,0.6,0
E01025742,96.9,2,0.8,0.3,0
E01025688,97.6,2,0.3,0.1,0
E01025759,95.5,2,1.7,0.8,0
E01026018,95.6,2,1.6,0.8,0
E01034694,96.5,2,1.2,0.3,0
E01027933,96.3,2,1.2,0.5,0
E01028049,95.3,2,2,0.7,0
E01028211,96.6,2,1,0.3,0
E01033772,96.8,2,1.1,0.1,0
E01028355,96.6,2,1.3,0.1,0
E01035056,96.6,2,1.1,0.3,0
E01014090,96.7,2,0.8,0.4,0
E01014352,97.4,2,0.5,0.2,0
E01029404,94.1,2,3,0.9,0
E01029590,96.2,2,1.5,0.3,0
E01029745,95.9,2,1.5,0.6,0
E01029727,95.2,2,1.8,1,0
E01029729,96.9,2,1,0.1,0
E01029844,96.8,2,0.6,0.6,0
E01031181,97.4,2,0.5,0.2,0
E01031304,96.9,2,0.8,0.2,0
E01031284,97.5,2,0.2,0.2,0
E01031289,96.7,2,1,0.3,0
E01032296,96.2,2,1.2,0.5,0
E01009103,97.1,2,0.6,0.3,0
E01009652,97.1,2,0.8,0.1,0
E01010238,95.8,2,1.5,0.7,0
E01010225,96,2,1.4,0.6,0
E01017434,96.4,2,1.2,0.4,0
E01033189,97.4,2,0.5,0.2,0
E01017399,97.4,2,0.4,0.2,0
E01035531,94.8,2,2.5,0.7,0
E01018088,95.8,2,1.6,0.6,0
E01034441,97.5,2,0.2,0.2,0
E01034444,95.1,2,1.8,1.1,0
E01018304,96.9,2,0.9,0.1,0
E01021277,96.2,2,1.5,0.4,0
E01021350,96.5,2,1.1,0.4,0
E01021427,94.7,2,2.7,0.6,0
E01021689,96.1,2,1.8,0.1,0
E01021690,96.6,2,1.2,0.2,0
E01021705,97.2,2,0.3,0.5,0
E01021803,97.5,2,0.2,0.3,0
E01023292,96.8,2,0.8,0.3,0
E01023614,96.6,2,0.9,0.5,0
E01023835,96.4,2,1.5,0.1,0
E01026685,94,2,2.5,1.6,0
E01023968,97.4,2,0.4,0.2,0
E01023962,97.5,2,0.4,0.1,0
E01023502,97.3,2,0.6,0.1,0
E01023475,96.8,2,0.9,0.3,0
E01030180,96.7,2,0.4,0.9,0
E01029945,97.2,2,0.7,0.1,0
E01000427,95.8,2,1.9,0.3,0
E01000833,97,2,0.8,0.2,0
E01002333,96.9,2,0.9,0.2,0
E01002256,95.7,2,1.6,0.6,0
E01035286,97,2,0.7,0.3,0
E01035288,96.2,2,1.2,0.6,0
E01016051,96.5,2,0.8,0.7,0
E01016054,97.1,2,0.4,0.4,0
E01016187,97.4,2,0.5,0.1,0
E01016341,97.3,2,0.6,0.2,0
E01016290,96.6,2,1.1,0.3,0
E01016656,97.1,2,0.5,0.4,0
E01017117,96.4,2,1.4,0.2,0
E01017100,95.7,2,1.4,1,0
E01017069,96.6,2,1.1,0.3,0
E01017677,97.4,2,0.4,0.2,0
E01017678,96.6,2,1.1,0.3,0
E01017765,97.3,2,0.4,0.4,0
E01017802,95.3,2,2,0.7,0
E01020962,95.4,2,2,0.5,0
E01020975,96.2,2,1.4,0.4,0
E01021029,96.9,2,1,0.2,0
E01021185,96.7,2,1.2,0.1,0
E01022573,96.4,2,1.3,0.3,0
E01022665,96.8,2,1,0.3,0
E01023049,97.5,2,0.4,0.1,0
E01023225,96.7,2,1.2,0.1,0
E01024458,97.5,2,0.4,0.1,0
E01035006,95.7,2,1.8,0.6,0
E01035010,97.5,2,0.4,0.1,0
E01024849,96.8,2,1,0.2,0
E01028671,96.4,2,1.1,0.5,0
E01028780,95.4,2,1.9,0.6,0
E01028782,96,2,1.3,0.6,0
E01030370,96.1,2,1.7,0.2,0
E01030561,96.8,2,0.8,0.4,0
E01030639,97.4,2,0.5,0.1,0
E01030731,96.9,2,1,0.1,0
E01030811,97.2,2,0.3,0.4,0
E01030848,96.5,2,1,0.4,0
E01030813,97,2,0.8,0.1,0
E01030913,95.4,2,1.9,0.7,0
E01030943,97.3,2,0.5,0.2,0
E01030996,96.8,2,0.8,0.5,0
E01030987,96.7,2,0.8,0.5,0
E01031494,95.7,2,1.6,0.8,0
E01031505,97.1,2,0.7,0.3,0
E01031646,96.7,2,0.9,0.4,0
E01031620,97.2,2,0.7,0.1,0
E01031681,97.3,2,0.5,0.1,0
E01031683,96.5,2,1.1,0.4,0
E01035344,96.5,2,1.3,0.2,0
E01031720,96.9,2,0.8,0.3,0
E01031776,96.7,2,1.1,0.1,0
E01035211,96.9,2,0.8,0.3,0
E01014903,97,2,0.6,0.5,0
E01014996,96,2,1.2,0.7,0
E01015094,96.4,2,0.9,0.7,0
E01015041,96.1,2,1.3,0.6,0
E01015216,95.8,2,1.6,0.6,0
E01015209,96,2,1.5,0.4,0
E01019028,96,2,1.4,0.5,0
E01019019,96.4,2,1.4,0.3,0
E01031898,96.9,2,0.8,0.3,0
E01032078,94.5,2,2.4,1.1,0
E01015414,96,2,1.6,0.4,0
E01015451,96.8,2,0.8,0.5,0
E01020393,96.1,2,1.5,0.4,0
E01020493,96.7,2,1.1,0.2,0
E01022110,97.4,2,0.4,0.2,0
E01022198,95.6,2,2,0.4,0
E01022440,97.3,2,0.6,0.1,0
E01022437,97.2,2,0.5,0.3,0
E01029029,96.3,2,1.2,0.5,0
E01029249,94.4,2,2.4,1.2,0
E01012202,97.3,1.9,0.5,0.3,0
E01008341,95.3,1.9,1.7,1.2,0
E01008441,96.9,1.9,0.7,0.5,0
E01012723,96.5,1.9,0.7,0.9,0
E01018494,97.1,1.9,0.7,0.3,0
E01018610,97,1.9,0.9,0.2,0
E01018606,96.6,1.9,1,0.6,0
E01018643,97.7,1.9,0.2,0.2,0
E01018365,96.9,1.9,0.7,0.5,0
E01018323,97.4,1.9,0.5,0.2,0
E01018353,96.7,1.9,1,0.3,0
E01034070,96.6,1.9,1.3,0.2,0
E01019359,96,1.9,1.7,0.4,0
E01024855,93.6,1.9,3.2,1.4,0
E01025106,96,1.9,1.5,0.4,0
E01004771,96.8,1.9,1,0.2,0
E01005886,95.5,1.9,1.8,0.8,0
E01005759,95.5,1.9,1.4,1.1,0
E01005812,96.8,1.9,0.8,0.5,0
E01006002,95.1,1.9,2.2,0.8,0
E01005968,96.5,1.9,0.7,0.9,0
E01006205,96,1.9,1.6,0.5,0
E01006389,95.1,1.9,2.6,0.5,0
E01007298,97.4,1.9,0.5,0.3,0
E01007240,97.2,1.9,0.5,0.4,0
E01013211,96.4,1.9,1.2,0.4,0
E01013321,95.2,1.9,2,0.9,0
E01013395,96.5,1.9,1,0.6,0
E01027580,96.5,1.9,1.5,0.1,0
E01027605,97.5,1.9,0.3,0.2,0
E01027878,93.5,1.9,2.5,2.1,0
E01007676,95.1,1.9,2.4,0.7,0
E01007702,94.1,1.9,2.4,1.5,0
E01007933,97.4,1.9,0.6,0.1,0
E01007924,96.8,1.9,0.8,0.6,0
E01010752,96.3,1.9,1.2,0.5,0
E01010973,97.4,1.9,0.5,0.2,0
E01032504,96.2,1.9,1.3,0.6,0
E01011738,97.4,1.9,0.3,0.3,0
E01011757,96.2,1.9,1.4,0.4,0
E01011764,94.5,1.9,2.4,1.2,0
E01011776,96.4,1.9,0.8,0.9,0
E01013510,94.9,1.9,2.3,0.9,0
E01035102,97.3,1.9,0.6,0.3,0
E01027064,96.4,1.9,1.3,0.4,0
E01027058,94.7,1.9,2.9,0.5,0
E01035411,96.1,1.9,1.3,0.8,0
E01027293,97.8,1.9,0.3,0,0
E01027269,95.8,1.9,1,1.3,0
E01025658,96.5,1.9,1,0.6,0
E01025782,96.9,1.9,0.8,0.4,0
E01025937,95.9,1.9,1.8,0.3,0
E01026001,97,1.9,0.7,0.4,0
E01026158,96.7,1.9,1.3,0.1,0
E01032999,95.3,1.9,2,0.8,0
E01026350,96.7,1.9,0.9,0.4,0
E01027955,94.8,1.9,2,1.4,0
E01033778,96.8,1.9,0.8,0.5,0
E01028176,97.2,1.9,0.8,0.1,0
E01028172,96.2,1.9,1.4,0.5,0
E01028170,97.1,1.9,0.7,0.3,0
E01028222,96.3,1.9,1.4,0.3,0
E01028285,94.7,1.9,2.2,1.3,0
E01028393,96.7,1.9,1.1,0.3,0
E01014038,95.5,1.9,1.9,0.7,0
E01014118,93.2,1.9,3.2,1.7,0
E01014360,96,1.9,1.9,0.2,0
E01035064,96.5,1.9,1.3,0.3,0
E01028952,97.6,1.9,0.4,0.1,0
E01029804,96.1,1.9,1.8,0.3,0
E01029824,94.9,1.9,2.2,1,0
E01029837,96.1,1.9,1.7,0.3,0
E01031134,96.3,1.9,1.4,0.4,0
E01032266,95.5,1.9,2,0.6,0
E01032287,96,1.9,1.6,0.5,0
E01032365,97.2,1.9,0.8,0.1,0
E01008958,95.5,1.9,2.1,0.5,0
E01010141,96.7,1.9,1.1,0.3,0
E01010151,97.3,1.9,0.6,0.3,0
E01010180,97.9,1.9,0.2,0,0
E01010220,96.9,1.9,0.8,0.3,0
