LSOA code,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English
E01015892,96.7,1.9,1,0.4,0
E01015987,96.4,1.9,1.6,0.2,0
E01017591,96.3,1.9,1.4,0.4,0
E01018117,95.9,1.9,1.6,0.6,0
E01018291,97.4,1.9,0.5,0.3,0
E01018303,97.7,1.9,0.2,0.2,0
E01018227,97.6,1.9,0.3,0.3,0
E01021245,97.1,1.9,0.9,0.1,0
E01021255,97.3,1.9,0.7,0.1,0
E01021331,95.8,1.9,1.3,0.9,0
E01021263,96.8,1.9,1.1,0.2,0
E01021349,96.6,1.9,1.1,0.4,0
E01021525,96.2,1.9,1.1,0.8,0
E01021558,97,1.9,0.7,0.3,0
E01021586,96.1,1.9,1.4,0.7,0
E01023368,97.1,1.9,0.7,0.2,0
E01023661,97.2,1.9,0.8,0.1,0
E01026434,96,1.9,1.4,0.7,0
E01026575,97.1,1.9,0.6,0.4,0
E01023718,97.2,1.9,0.8,0.1,0
E01023721,97.3,1.9,0.5,0.3,0
E01030192,97.9,1.9,0.2,0.1,0
E01030132,97.5,1.9,0.5,0.1,0
E01030111,96.6,1.9,1.4,0.1,0
E01000767,97.4,1.9,0.7,0,0
E01000838,96.9,1.9,1.1,0.1,0
E01016163,97,1.9,0.7,0.4,0
E01016253,96.2,1.9,1.4,0.5,0
E01016235,96.6,1.9,1.3,0.2,0
E01016228,97.3,1.9,0.7,0.1,0
E01016262,97.2,1.9,0.8,0.1,0
E01016296,97,1.9,1.1,0,0
E01016264,97.3,1.9,0.7,0.1,0
E01016269,96.9,1.9,1.2,0.1,0
E01016432,96.9,1.9,1,0.2,0
E01016588,97,1.9,0.8,0.3,0
E01016657,97.4,1.9,0.7,0,0
E01016612,97.1,1.9,0.7,0.2,0
E01016791,96.1,1.9,1.4,0.6,0
E01016930,96.8,1.9,1.1,0.2,0
E01017011,96.2,1.9,1.5,0.4,0
E01017094,96.4,1.9,1.5,0.2,0
E01017300,96.5,1.9,0.9,0.7,0
E01017302,97.3,1.9,0.5,0.3,0
E01017929,96.1,1.9,1.4,0.5,0
E01017917,97.2,1.9,0.8,0.1,0
E01017866,97.4,1.9,0.5,0.2,0
E01020993,95.7,1.9,1.7,0.6,0
E01021043,97.1,1.9,0.7,0.3,0
E01021027,97.3,1.9,0.6,0.1,0
E01021045,96.7,1.9,1,0.4,0
E01021058,95.4,1.9,1.7,1,0
E01022520,96.7,1.9,1.2,0.2,0
E01022492,95.8,1.9,1.5,0.8,0
E01022952,97.5,1.9,0.6,0.1,0
E01023169,96.9,1.9,0.8,0.3,0
E01035450,97.5,1.9,0.6,0,0
E01023237,96.5,1.9,1.1,0.5,0
E01035308,96.9,1.9,0.7,0.4,0
E01024052,96.2,1.9,1.4,0.5,0
E01024430,96.7,1.9,1.1,0.2,0
E01035305,95.8,1.9,1.6,0.7,0
E01035307,96.1,1.9,1.1,0.9,0
E01024634,96.6,1.9,1,0.4,0
E01028482,97.6,1.9,0.5,0.1,0
E01028497,97,1.9,0.8,0.3,0
E01028726,97.2,1.9,0.6,0.2,0
E01030365,95.1,1.9,2.3,0.7,0
E01030465,97.3,1.9,0.4,0.4,0
E01030507,96.5,1.9,1.3,0.2,0
E01030621,96.5,1.9,1.1,0.4,0
E01030881,97.8,1.9,0.3,0,0
E01030912,96.8,1.9,1.1,0.2,0
E01030909,97.5,1.9,0.5,0.2,0
E01030967,97.4,1.9,0.6,0,0
E01031368,96.4,1.9,1.1,0.6,0
E01031638,97.4,1.9,0.7,0,0
E01031710,97.8,1.9,0.3,0,0
E01031827,96.7,1.9,1,0.4,0
E01014396,95.5,1.9,2,0.6,0
E01014451,96.8,1.9,1.2,0.1,0
E01014511,97.4,1.9,0.6,0.1,0
E01014504,97,1.9,1,0.1,0
E01014789,97.5,1.9,0.5,0.1,0
E01014766,97.3,1.9,0.8,0.1,0
E01014767,97.2,1.9,0.7,0.1,0
E01014805,97.5,1.9,0.5,0.1,0
E01015017,96.3,1.9,1.4,0.4,0
E01014898,96.8,1.9,1.1,0.3,0
E01015515,96.7,1.9,1.2,0.2,0
E01018819,97.3,1.9,0.6,0.2,0
E01018836,97.5,1.9,0.4,0.2,0
E01034527,97,1.9,0.5,0.6,0
E01015364,96.8,1.9,1,0.3,0
E01020361,95.9,1.9,1.2,1,0
E01034279,96.7,1.9,1,0.3,0
E01034374,95.9,1.9,1.8,0.5,0
E01020473,97.2,1.9,0.7,0.2,0
E01019969,96.2,1.9,1.5,0.4,0
E01020095,94.8,1.9,2.2,1,0
E01020281,97.5,1.9,0.4,0.2,0
E01012303,97.4,1.8,0.6,0.2,0
E01020748,96.9,1.8,1,0.3,0
E01012497,95.5,1.8,2,0.8,0
E01033372,97.1,1.8,1,0.2,0
E01018645,96.8,1.8,0.9,0.5,0
E01035379,97.5,1.8,0.5,0.2,0
E01018568,96.4,1.8,1.3,0.5,0
E01019139,96.9,1.8,1.1,0.3,0
E01019194,95.9,1.8,1.9,0.3,0
E01025496,95.9,1.8,1.6,0.7,0
E01005694,96.6,1.8,0.9,0.7,0
E01005641,96.2,1.8,1.7,0.3,0
E01005902,96.2,1.8,1.8,0.2,0
E01005879,96.9,1.8,1.3,0,0
E01005930,97,1.8,0.9,0.4,0
E01005808,97.1,1.8,0.8,0.2,0
E01006130,97.5,1.8,0.5,0.2,0
E01006172,96.2,1.8,1.5,0.5,0
E01006377,97.5,1.8,0.6,0.1,0
E01006834,94.6,1.8,2.2,1.4,0
E01006877,94,1.8,2.1,2.1,0
E01006934,95.8,1.8,2,0.5,0
E01007122,94.8,1.8,2.4,1,0
E01007221,96.6,1.8,1.4,0.2,0
E01012807,95.7,1.8,1.4,1.2,0
E01013177,94.8,1.8,1.9,1.6,0
E01013229,95.2,1.8,2.3,0.7,0
E01013182,96.8,1.8,0.9,0.4,0
E01027635,96.6,1.8,1.1,0.4,0
E01007632,95.2,1.8,2.1,0.9,0
E01034247,96.2,1.8,1.4,0.6,0
E01007784,94.3,1.8,2.5,1.4,0
E01008118,95.7,1.8,1.7,0.7,0
E01010699,96.9,1.8,0.9,0.4,0
E01010894,95.3,1.8,2.1,0.8,0
E01011644,95.6,1.8,2.2,0.4,0
E01011333,96.9,1.8,1,0.3,0
E01011759,96.1,1.8,1.2,0.9,0
E01011883,96,1.8,1.6,0.5,0
E01011771,96.7,1.8,1,0.5,0
E01013580,96.1,1.8,1.7,0.4,0
E01013556,97.4,1.8,0.6,0.2,0
E01013901,97.1,1.8,0.7,0.3,0
E01027046,97.6,1.8,0.5,0.1,0
E01035410,96.2,1.8,1.6,0.3,0
E01032969,96.9,1.8,0.8,0.5,0
E01027126,97.1,1.8,0.8,0.3,0
E01035412,96.1,1.8,1.5,0.6,0
E01027326,97.5,1.8,0.5,0.3,0
E01025625,97.3,1.8,0.3,0.6,0
E01025731,97.2,1.8,0.6,0.4,0
E01025806,96.5,1.8,1.1,0.7,0
E01025804,96.8,1.8,1.2,0.2,0
E01025818,97,1.8,0.9,0.3,0
E01025855,96.5,1.8,1.5,0.3,0
E01025916,97.4,1.8,0.4,0.5,0
E01026237,96.7,1.8,1,0.5,0
E01032997,95.8,1.8,1.8,0.6,0
E01028026,97.1,1.8,0.9,0.3,0
E01028090,97.3,1.8,0.7,0.2,0
E01028136,96.1,1.8,1.6,0.5,0
E01033770,97,1.8,0.9,0.4,0
E01028289,96.6,1.8,1.2,0.4,0
E01014183,96.2,1.8,1,1,0
E01029420,96.9,1.8,1.2,0.2,0
E01029714,97.1,1.8,1,0.1,0
E01029726,96.9,1.8,0.9,0.4,0
E01031056,97,1.8,0.7,0.5,0
E01031064,96.2,1.8,1.4,0.5,0
E01031219,97.4,1.8,0.5,0.2,0
E01031249,96.7,1.8,1.2,0.3,0
E01032274,96.5,1.8,1.2,0.5,0
E01009319,96.2,1.8,1.3,0.7,0
E01009736,97.1,1.8,0.7,0.4,0
E01010217,96.8,1.8,1.1,0.3,0
E01015888,97,1.8,0.7,0.4,0
E01015830,97.7,1.8,0.3,0.2,0
E01017530,95.9,1.8,1.4,0.9,0
E01017595,96.6,1.8,1.6,0,0
E01018129,95.9,1.8,2.2,0.1,0
E01018178,97.5,1.8,0.6,0,0
E01018288,96.8,1.8,1.2,0.2,0
E01018268,97.6,1.8,0.4,0.2,0
E01021374,94.8,1.8,2.7,0.6,0
E01021367,97.1,1.8,0.7,0.3,0
E01021797,97.3,1.8,0.8,0.1,0
E01021892,96.1,1.8,1.4,0.7,0
E01023524,97.7,1.8,0.4,0.1,0
E01035600,97.1,1.8,1.1,0,0
E01035133,94.5,1.8,1.8,1.9,0
E01026493,95.1,1.8,2.6,0.5,0
E01026577,97.2,1.8,0.6,0.4,0
E01026640,95.9,1.8,1.4,0.9,0
E01033036,96.1,1.8,1.2,0.9,0
E01029912,94.6,1.8,2.3,1.3,0
E01023700,97.6,1.8,0.4,0.3,0
E01035581,96.6,1.8,1.4,0.1,0
E01023483,96.7,1.8,0.9,0.6,0
E01033447,97.7,1.8,0.3,0.3,0
E01034562,96.7,1.8,1,0.5,0
E01000769,96.8,1.8,0.8,0.6,0
E01002388,97.1,1.8,0.8,0.3,0
E01016160,97.3,1.8,0.7,0.3,0
E01016104,97.6,1.8,0.6,0.1,0
E01016170,96.6,1.8,1.4,0.3,0
E01016338,96.9,1.8,1,0.3,0
E01016522,96.2,1.8,1.4,0.6,0
E01016787,96.5,1.8,1.2,0.5,0
E01016959,97,1.8,1,0.3,0
E01017360,96.6,1.8,1.2,0.4,0
E01033951,96.9,1.8,1.3,0.1,0
E01017691,97.5,1.8,0.6,0.1,0
E01017730,97.1,1.8,0.4,0.8,0
E01032610,96.8,1.8,0.8,0.5,0
E01020950,96,1.8,2,0.2,0
E01020959,95.4,1.8,1.6,1.2,0
E01020971,97.5,1.8,0.4,0.2,0
E01021028,96.9,1.8,0.9,0.5,0
E01021078,97.5,1.8,0.5,0.1,0
E01021111,97.7,1.8,0.4,0.1,0
E01021160,96.6,1.8,1.3,0.2,0
E01021153,97.6,1.8,0.5,0.2,0
E01021164,97.6,1.8,0.4,0.1,0
E01034301,97.6,1.8,0.4,0.2,0
E01022499,98.1,1.8,0.2,0,0
E01022517,97.7,1.8,0.4,0.2,0
E01022512,97,1.8,0.6,0.5,0
E01034719,97,1.8,0.8,0.4,0
E01034721,96.5,1.8,1.2,0.4,0
E01022647,97.5,1.8,0.4,0.2,0
E01022734,96.8,1.8,1,0.5,0
E01022789,97.7,1.8,0.5,0,0
E01022735,96.9,1.8,1,0.4,0
E01022882,96.1,1.8,1.7,0.3,0
E01023022,97,1.8,1,0.2,0
E01023047,97.6,1.8,0.5,0.2,0
E01023050,97.5,1.8,0.7,0,0
E01023042,96.4,1.8,1.5,0.2,0
E01022988,96.5,1.8,1.4,0.2,0
E01023114,96.9,1.8,0.8,0.5,0
E01024043,98.1,1.8,0.1,0,0
E01024331,97.4,1.8,0.5,0.3,0
E01024459,97.9,1.8,0.1,0.1,0
E01024503,96.8,1.8,1,0.4,0
E01024501,95,1.8,2,1.1,0
E01035318,97.2,1.8,0.8,0.3,0
E01035005,97.1,1.8,0.9,0.2,0
E01024825,97.5,1.8,0.6,0.1,0
E01028661,97.4,1.8,0.5,0.2,0
E01028790,97.2,1.8,0.8,0.1,0
E01028814,96.4,1.8,1.3,0.5,0
E01030641,96.7,1.8,1.2,0.3,0
E01030598,95.7,1.8,2,0.5,0
E01030662,95.8,1.8,2.1,0.4,0
E01030831,97.6,1.8,0.5,0.1,0
E01030852,97.6,1.8,0.4,0.3,0
E01030935,96.8,1.8,1.3,0.1,0
E01031356,97.3,1.8,0.6,0.2,0
E01031471,97,1.8,0.7,0.4,0
E01031645,96.9,1.8,1,0.2,0
E01031695,97.2,1.8,1.1,0,0
E01031744,97.9,1.8,0.3,0,0
E01031830,96.4,1.8,1.3,0.5,0
E01014450,97.2,1.8,0.9,0.2,0
E01014507,96.7,1.8,1.4,0.2,0
E01014727,96.1,1.8,1.3,0.7,0
E01014840,95.7,1.8,2.1,0.4,0
E01032668,97.1,1.8,1,0.1,0
E01014989,96.9,1.8,0.7,0.6,0
E01014953,96.9,1.8,1.2,0.1,0
E01014894,96.7,1.8,1,0.5,0
E01014959,96.7,1.8,0.9,0.5,0
E01014973,95.8,1.8,2,0.3,0
E01014935,96.7,1.8,1.4,0.1,0
E01015086,96.1,1.8,1.6,0.5,0
E01015150,96.4,1.8,1.4,0.4,0
E01015059,96,1.8,1.5,0.6,0
E01015132,96.3,1.8,1.5,0.4,0
E01015210,96.1,1.8,1.8,0.3,0
E01018837,97.4,1.8,0.6,0.1,0
E01032693,96.6,1.8,1.1,0.5,0
E01034520,97.1,1.8,0.8,0.3,0
E01031911,95.5,1.8,1.7,1,0
E01034531,97,1.8,0.8,0.4,0
E01015314,96.9,1.8,0.9,0.4,0
E01015362,96.5,1.8,1.4,0.3,0
E01034280,97.9,1.8,0.3,0,0
E01034168,97.3,1.8,0.8,0.1,0
E01022128,98,1.8,0.3,0,0
E01022199,96.6,1.8,1.2,0.4,0
E01034789,97.3,1.8,0.6,0.2,0
E01022280,96.4,1.8,1.4,0.3,0
E01022431,97.1,1.8,0.8,0.4,0
E01022454,96.8,1.8,1,0.4,0
E01029045,96.4,1.8,1.2,0.6,0
E01029047,97.3,1.8,1,0,0
E01029117,95.8,1.8,1.5,0.9,0
E01029205,97.1,1.8,0.8,0.4,0
E01029265,96.8,1.8,0.9,0.5,0
E01029330,96.1,1.8,1.6,0.5,0
E01012170,95.6,1.7,1.9,0.8,0
E01012235,97.8,1.7,0.3,0.1,0
E01012301,97.5,1.7,0.5,0.3,0
E01033479,96.9,1.7,1.1,0.2,0
E01020691,97,1.7,0.9,0.4,0
E01020732,97,1.7,0.9,0.3,0
E01020790,97.8,1.7,0.5,0.1,0
E01034506,97,1.7,0.6,0.6,0
E01008420,97.4,1.7,0.7,0.2,0
E01008368,97.4,1.7,0.8,0.1,0
E01008502,97.5,1.7,0.5,0.3,0
E01008516,97.3,1.7,0.7,0.3,0
E01008560,97.4,1.7,0.6,0.3,0
E01008593,96.4,1.7,1.5,0.4,0
E01008222,96.6,1.7,1,0.7,0
E01012621,96.9,1.7,0.9,0.5,0
E01012711,95.7,1.7,1.8,0.8,0
E01012748,93.7,1.7,3.1,1.5,0
E01018425,96.3,1.7,1.4,0.6,0
E01018423,97.5,1.7,0.8,0,0
E01034665,97.8,1.7,0.4,0.1,0
E01018648,97.4,1.7,0.7,0.3,0
E01019199,96.3,1.7,1.6,0.4,0
E01019285,97.1,1.7,0.7,0.5,0
E01019371,96.6,1.7,1.3,0.4,0
E01034343,96.2,1.7,1.4,0.7,0
E01025338,95.5,1.7,1.8,1,0
E01025403,97,1.7,1,0.3,0
E01005007,96.7,1.7,1.4,0.3,0
E01005465,93.7,1.7,3.7,0.9,0
E01005836,96.7,1.7,1.3,0.3,0
E01006445,96,1.7,1.7,0.7,0
E01006621,96.6,1.7,1.1,0.5,0
E01006592,97.7,1.7,0.3,0.3,0
E01006597,97.6,1.7,0.4,0.3,0
E01006588,96.6,1.7,1.1,0.5,0
E01034404,97.5,1.7,0.6,0.2,0
E01006995,97.5,1.7,0.5,0.3,0
E01007283,97.7,1.7,0.2,0.3,0
E01012837,96.4,1.7,1.3,0.6,0
E01013107,97.3,1.7,0.6,0.3,0
E01013003,95.1,1.7,2.7,0.4,0
E01033414,96.1,1.7,1.8,0.4,0
E01013208,94.5,1.7,3.1,0.8,0
E01013320,94.6,1.7,2.3,1.4,0
E01013338,97.1,1.7,0.9,0.4,0
E01007483,95.6,1.7,1.3,1.3,0
E01007574,94.9,1.7,2.4,1,0
E01007597,95.8,1.7,1.5,1,0
E01008031,96.3,1.7,1,1,0
E01011125,96,1.7,1.8,0.5,0
E01032501,96.3,1.7,1.3,0.7,0
E01011459,97.4,1.7,0.7,0.2,0
E01011418,97.6,1.7,0.6,0.1,0
E01011613,96.6,1.7,1,0.8,0
E01011805,95.4,1.7,1.7,1.1,0
E01013509,96.6,1.7,1.3,0.4,0
E01013563,97.2,1.7,0.8,0.2,0
E01027053,97.2,1.7,0.7,0.4,0
E01027095,97.5,1.7,0.4,0.4,0
E01019651,97.1,1.7,1,0.2,0
E01019677,96.4,1.7,1.7,0.1,0
E01025792,96.7,1.7,1.3,0.3,0
E01025844,96,1.7,1.6,0.7,0
E01035100,97.7,1.7,0.5,0.1,0
E01026188,96.6,1.7,1.4,0.3,0
E01026232,95.9,1.7,1.8,0.6,0
E01032989,97,1.7,1.1,0.3,0
E01026284,96.8,1.7,1,0.4,0
E01026346,97,1.7,1,0.3,0
E01027977,95.8,1.7,1.9,0.6,0
E01028366,97.6,1.7,0.5,0.2,0
E01014195,97,1.7,0.9,0.3,0
E01014267,96.3,1.7,1.1,0.9,0
E01014219,96.8,1.7,1.3,0.2,0
E01028876,96.3,1.7,1.1,0.9,0
E01028964,97.3,1.7,0.8,0.3,0
E01029357,96.9,1.7,1.1,0.3,0
E01029584,97.1,1.7,0.9,0.3,0
E01029605,97.6,1.7,0.6,0.2,0
E01029853,95.5,1.7,1.8,1.1,0
E01029823,96.9,1.7,1.2,0.2,0
E01029858,96.8,1.7,1.3,0.2,0
E01029829,96.4,1.7,1.3,0.5,0
E01031220,96.9,1.7,1.3,0.1,0
E01031222,97.6,1.7,0.5,0.2,0
E01033252,97.3,1.7,1,0,0
E01031268,97.8,1.7,0.4,0.1,0
E01032153,97.8,1.7,0.4,0.1,0
E01034322,97.2,1.7,0.8,0.3,0
E01032257,97.4,1.7,0.6,0.3,0
E01034326,97.2,1.7,0.8,0.2,0
E01032399,97.2,1.7,0.7,0.3,0
E01009418,97,1.7,0.8,0.5,0
E01009459,96.1,1.7,1.3,1,0
E01009207,96.6,1.7,1,0.6,0
E01010040,96.4,1.7,1.4,0.5,0
E01010254,97.1,1.7,0.8,0.3,0
E01015857,97.5,1.7,0.7,0.1,0
E01015846,97.6,1.7,0.6,0.1,0
E01015881,97.6,1.7,0.6,0.1,0
E01016000,97.4,1.7,0.5,0.4,0
E01017547,96.7,1.7,1,0.5,0
E01017609,96.6,1.7,1.3,0.3,0
E01017564,96.2,1.7,1.3,0.8,0
E01018014,97.5,1.7,0.5,0.3,0
E01018101,96.5,1.7,1.4,0.5,0
E01021254,97.9,1.7,0.3,0.1,0
E01021290,96.6,1.7,1.3,0.4,0
E01021467,97.7,1.7,0.5,0.1,0
E01021725,96.9,1.7,1.3,0,0
E01021753,97.7,1.7,0.6,0.1,0
E01021805,97.5,1.7,0.6,0.1,0
E01021925,97.5,1.7,0.3,0.5,0
E01022083,96.7,1.7,1.3,0.3,0
E01023366,97.4,1.7,0.7,0.1,0
E01023379,96.8,1.7,0.9,0.6,0
E01023613,96.2,1.7,1,1.1,0
E01023804,96.4,1.7,1.3,0.6,0
E01023807,97.6,1.7,0.5,0.2,0
E01026459,95.3,1.7,1.9,1.1,0
E01026611,97.3,1.7,0.8,0.2,0
E01033039,95.4,1.7,1.8,1,0
E01026921,97.9,1.7,0.4,0,0
E01030075,97.3,1.7,0.8,0.2,0
E01033319,97.1,1.7,1,0.3,0
E01023686,98,1.7,0.3,0.1,0
E01035592,97.8,1.7,0.5,0,0
E01023460,96.5,1.7,1.3,0.5,0
E01023470,96.4,1.7,1.6,0.2,0
E01023773,96.5,1.7,1.4,0.5,0
E01030170,95.7,1.7,1.7,0.8,0
E01000657,97.5,1.7,0.7,0.1,0
E01016072,96.8,1.7,1.3,0.2,0
E01016059,96.9,1.7,1,0.5,0
E01035235,97.4,1.7,0.7,0.2,0
E01016331,96.2,1.7,1.7,0.4,0
E01016736,97.1,1.7,1.1,0.1,0
E01034462,97.5,1.7,0.5,0.3,0
E01017060,97.1,1.7,1,0.2,0
E01017018,97.3,1.7,0.8,0.3,0
E01017066,97.4,1.7,0.9,0.1,0
E01017333,97.5,1.7,0.5,0.3,0
E01033952,97.5,1.7,0.6,0.3,0
E01017679,97.7,1.7,0.4,0.1,0
E01033968,95.6,1.7,2.3,0.5,0
E01017760,97.3,1.7,0.7,0.4,0
E01017867,96.5,1.7,1.3,0.5,0
E01017882,96.6,1.7,1.5,0.3,0
E01020940,96.4,1.7,1.4,0.5,0
E01020997,96.9,1.7,1.3,0.1,0
E01021122,95.8,1.7,2.2,0.3,0
E01022488,97.6,1.7,0.6,0.1,0
E01022470,97.3,1.7,0.8,0.2,0
E01022688,97.9,1.7,0.4,0,0
E01022689,97.1,1.7,1,0.3,0
E01022801,97.3,1.7,0.8,0.2,0
E01022832,97.3,1.7,1,0.1,0
E01022879,98,1.7,0.2,0.1,0
E01022871,96.5,1.7,1.4,0.5,0
E01022849,97.1,1.7,0.7,0.5,0
E01022889,97.4,1.7,0.7,0.2,0
E01032856,97.2,1.7,0.9,0.1,0
E01022969,97.1,1.7,0.9,0.3,0
E01022985,97.2,1.7,0.7,0.3,0
E01023208,97.7,1.7,0.5,0.1,0
E01023193,97.7,1.7,0.6,0.1,0
E01023281,97.3,1.7,0.8,0.2,0
E01032859,97,1.7,0.8,0.5,0
E01024069,97.2,1.7,1,0.2,0
E01024174,96.8,1.7,1,0.5,0
E01024408,97.4,1.7,0.8,0.1,0
E01024479,97.2,1.7,0.7,0.5,0
E01024448,97.5,1.7,0.6,0.2,0
E01024596,96.4,1.7,1.2,0.7,0
E01024852,97.6,1.7,0.7,0,0
E01024800,97,1.7,0.8,0.5,0
E01028666,96.7,1.7,1.3,0.2,0
E01028669,96.5,1.7,1.1,0.7,0
E01028609,97.9,1.7,0.3,0.2,0
E01028721,97.8,1.7,0.4,0.1,0
E01030447,97.6,1.7,0.5,0.2,0
E01030512,97.6,1.7,0.3,0.5,0
E01030533,96.5,1.7,1.4,0.4,0
E01030857,97.2,1.7,0.6,0.4,0
E01030866,97.5,1.7,0.6,0.2,0
E01030940,97.7,1.7,0.5,0.1,0
E01030871,96.6,1.7,1.5,0.3,0
E01030880,96.6,1.7,1.3,0.3,0
E01031408,96.6,1.7,1,0.6,0
E01035331,97.9,1.7,0.4,0.1,0
E01031614,97.3,1.7,0.6,0.4,0
E01031773,98.1,1.7,0.2,0.1,0
E01031716,96.7,1.7,1.2,0.4,0
E01014447,96.6,1.7,1.5,0.2,0
E01014812,97.3,1.7,0.9,0.1,0
E01014991,96.1,1.7,1.6,0.6,0
E01014992,97.4,1.7,0.8,0.1,0
E01014902,96.7,1.7,1,0.6,0
E01014923,96.5,1.7,1.5,0.4,0
E01015129,97.5,1.7,0.5,0.2,0
E01015522,97.6,1.7,0.4,0.3,0
E01031966,97.4,1.7,0.6,0.3,0
E01031924,97.5,1.7,0.5,0.4,0
E01031902,97.9,1.7,0.5,0,0
E01032095,95.8,1.7,2,0.6,0
E01015419,96.7,1.7,1.5,0.1,0
E01015447,97.6,1.7,0.4,0.4,0
E01015426,96.5,1.7,1.5,0.3,0
E01015452,96.7,1.7,1.1,0.4,0
E01020369,96.7,1.7,1.3,0.4,0
E01020543,96.3,1.7,1.5,0.5,0
E01019924,97.1,1.7,0.7,0.5,0
E01020124,96.6,1.7,1.3,0.4,0
E01020130,96.8,1.7,0.9,0.6,0
E01022181,97.3,1.7,0.9,0.2,0
E01029036,96.2,1.7,1.5,0.6,0
E01029158,97.5,1.7,0.7,0.1,0
E01029333,97.2,1.7,0.8,0.3,0
E01012326,97.3,1.6,0.7,0.4,0
E01020593,95.7,1.6,2.3,0.3,0
E01034489,97,1.6,1.2,0.3,0
E01034502,97.2,1.6,0.8,0.5,0
E01035627,96.3,1.6,1.4,0.8,0
E01008228,97.6,1.6,0.5,0.3,0
E01008206,97.2,1.6,0.8,0.4,0
E01008285,96,1.6,1.4,1,0
E01012749,96.7,1.6,1,0.7,0
E01012740,97.3,1.6,0.7,0.4,0
E01018588,97.7,1.6,0.4,0.3,0
E01018692,98.2,1.6,0.2,0.1,0
E01034339,97.5,1.6,0.8,0.1,0
E01025032,96.7,1.6,1.2,0.6,0
E01025116,97,1.6,1.1,0.3,0
E01025272,97,1.6,0.9,0.4,0
E01025330,97.4,1.6,0.7,0.3,0
E01025335,95.4,1.6,1.9,1.2,0
E01005229,96.8,1.6,0.9,0.7,0
E01005920,97.2,1.6,0.7,0.6,0
E01006066,96.7,1.6,0.7,1,0
E01006073,96.2,1.6,1.8,0.4,0
E01006119,96.8,1.6,1.4,0.3,0
E01006399,96.2,1.6,1.6,0.6,0
E01006297,96,1.6,1.6,0.8,0
E01006507,96.6,1.6,1.1,0.7,0
E01006443,96.2,1.6,1.9,0.3,0
E01006657,96.8,1.6,1.2,0.4,0
E01006576,97.5,1.6,0.6,0.3,0
E01006595,96.5,1.6,1.3,0.5,0
E01006795,97.2,1.6,0.9,0.2,0
E01006758,95,1.6,2.2,1.2,0
E01006858,96.9,1.6,0.8,0.8,0
E01007239,96.6,1.6,1.2,0.6,0
E01007182,97.7,1.6,0.3,0.3,0
E01033107,96.3,1.6,1.6,0.5,0
E01013389,97.4,1.6,0.9,0.1,0
E01027716,97.6,1.6,0.6,0.2,0
E01027718,97.2,1.6,0.7,0.5,0
E01027781,96.9,1.6,1.1,0.4,0
E01007408,96.7,1.6,1.5,0.1,0
E01007446,96.7,1.6,1.4,0.2,0
E01007806,95.8,1.6,1.9,0.7,0
E01007959,97.2,1.6,1,0.1,0
E01007831,96.9,1.6,1,0.6,0
E01007823,97.5,1.6,0.7,0.2,0
E01010585,97.8,1.6,0.3,0.3,0
E01010683,97.7,1.6,0.5,0.1,0
E01011006,96,1.6,2.1,0.3,0
E01011265,97.4,1.6,0.5,0.5,0
E01011456,97.6,1.6,0.6,0.2,0
E01011608,96.2,1.6,1.6,0.7,0
E01011727,96.3,1.6,1.6,0.5,0
E01011736,97.3,1.6,0.8,0.3,0
E01011549,97.3,1.6,0.5,0.6,0
E01011946,97.8,1.6,0.6,0,0
E01011785,95.5,1.6,2.2,0.6,0
E01011866,95.7,1.6,2,0.8,0
E01013788,97.6,1.6,0.7,0.1,0
E01035401,97.3,1.6,0.9,0.3,0
E01026991,94.8,1.6,2.4,1.2,0
E01027029,97.1,1.6,1,0.3,0
E01019672,96.3,1.6,1.6,0.5,0
E01019823,97.3,1.6,0.8,0.4,0
E01025671,97.6,1.6,0.6,0.2,0
E01035089,97.3,1.6,1,0.1,0
E01025798,96.6,1.6,1.5,0.3,0
E01025879,97.8,1.6,0.4,0.1,0
E01025992,96.9,1.6,0.9,0.6,0
E01026069,96.2,1.6,1.6,0.5,0
E01026084,96.6,1.6,1.2,0.7,0
E01026147,97.1,1.6,1,0.3,0
E01032991,97.3,1.6,1,0.2,0
E01027984,97,1.6,0.8,0.6,0
E01027950,97.3,1.6,0.7,0.4,0
E01027926,97.1,1.6,0.8,0.6,0
E01028028,96.7,1.6,1.3,0.4,0
E01028059,96.8,1.6,1.2,0.5,0
E01028125,97.4,1.6,0.6,0.3,0
E01028173,97.4,1.6,0.5,0.5,0
E01028180,97.1,1.6,0.6,0.8,0
E01028181,97.1,1.6,1,0.3,0
E01028218,96.7,1.6,1.2,0.6,0
E01028194,97,1.6,1.1,0.3,0
E01028226,92.9,1.6,3.3,2.2,0
E01028299,97.7,1.6,0.6,0.1,0
E01028385,97.5,1.6,0.6,0.3,0
E01028400,97,1.6,1.2,0.3,0
E01014077,96.4,1.6,1.3,0.7,0
E01014093,97.2,1.6,0.8,0.3,0
E01014120,96.2,1.6,1.7,0.5,0
E01014357,96.6,1.6,1.2,0.5,0
E01014235,96.2,1.6,2,0.1,0
E01028925,96.4,1.6,1.6,0.4,0
E01028929,96.4,1.6,1.3,0.7,0
E01029524,96.2,1.6,1.4,0.8,0
E01029503,97.1,1.6,1.3,0,0
