LSOA code,Very good health,Good health,Fair health,Bad health,Very bad health
E01015309,41.4,33.1,15.5,6.9,3
E01012841,41.2,32.2,16.8,6.8,3
E01026042,38.4,34.6,17.2,6.8,3
E01028014,36.2,34.7,19.3,6.8,3
E01024614,42.9,28.9,18.4,6.8,3
E01012109,37.6,35.5,17.3,6.7,3
E01029524,42.6,33.6,14.1,6.7,3
E01008307,43.4,30.2,16.8,6.6,3
E01014367,44,31.5,14.8,6.6,3
E01032278,37.9,36.4,16.3,6.6,3
E01013692,43.6,31.9,15,6.5,3
E01014142,45.6,31.5,13.5,6.5,3
E01010211,35.9,35,19.7,6.5,3
E01025504,42.4,33.6,14.7,6.3,3
E01014238,37.6,34.2,19,6.3,3
E01018844,42.3,30.4,18,6.3,3
E01020649,39.4,35,16.4,6.2,3
E01024899,42,33.1,15.7,6.2,3
E01007020,45.2,29.4,16.3,6.1,3
E01018977,42,32.3,16.7,6.1,3
E01012181,43.8,31.6,15.6,6,3
E01018651,48,29.8,13.2,6,3
E01008072,45.9,28.8,16.2,6,3
E01011656,48.1,29.1,14.1,5.7,3
E01010606,44.4,31.5,15.5,5.6,3
E01011538,42.9,33.5,15,5.6,3
E01013566,45.4,33,12.9,5.6,3
E01006765,45.5,31.3,14.6,5.5,3
E01005082,50.3,29.3,12,5.4,3
E01035650,49.7,28.7,13.2,5.4,3
E01012579,48,31.3,12.8,4.8,3
E01026784,38.9,38.7,15,4.5,3
E01031634,46.5,32.7,13.4,4.3,3
E01015050,44.6,37.5,10.8,4.2,3
E01028552,47.8,33.2,11.9,4.1,3
E01000183,54.5,28.7,10.1,3.8,3
E01000610,49.5,33,10.7,3.8,3
E01004708,55.3,27.7,10.4,3.6,3
E01025634,55.1,29.6,9.4,2.9,3
E01007086,36.6,29.6,19.6,11.2,2.9
E01008712,37.2,29.3,19.8,10.8,2.9
E01005631,35.7,27.7,23,10.7,2.9
E01008037,27.6,35,24,10.5,2.9
E01011792,37.1,30.8,18.7,10.5,2.9
E01024580,33.4,32.2,21.2,10.3,2.9
E01018476,41.9,30.7,14.3,10.2,2.9
E01009886,32.2,32.4,22.4,10.2,2.9
E01027533,33.9,32.5,20.6,10.1,2.9
E01012944,33.1,33.5,20.5,10,2.9
E01008457,37.2,33,17,9.9,2.9
E01015231,35.5,31,20.8,9.7,2.9
E01034510,41.4,29.5,16.6,9.6,2.9
E01020626,33,33.2,21.4,9.5,2.9
E01006678,41.8,29.4,16.3,9.5,2.9
E01007207,38.6,30,18.9,9.5,2.9
E01021304,40.3,33,14.3,9.5,2.9
E01027824,34.2,34.6,19,9.4,2.9
E01011780,38,31,18.7,9.4,2.9
E01012171,36.1,32.9,18.8,9.3,2.9
E01020797,34.8,32.1,20.9,9.3,2.9
E01006817,37.4,31.5,18.9,9.3,2.9
E01006967,38,30.4,19.4,9.3,2.9
E01015082,36.6,32.8,18.4,9.3,2.9
E01007447,39.1,31.3,17.5,9.2,2.9
E01028313,36,32.4,19.8,9,2.9
E01007153,41.7,30.2,16.3,8.9,2.9
E01008437,47.3,26.6,14.5,8.8,2.9
E01013130,36,33.6,18.8,8.8,2.9
E01010983,42.1,31.4,14.8,8.8,2.9
E01019160,39.9,31.6,16.9,8.7,2.9
E01032650,36.5,32.6,19.4,8.6,2.9
E01012674,37.3,32.8,18.5,8.6,2.9
E01007257,43.3,30.1,15.2,8.6,2.9
E01032541,36.9,33.2,18.6,8.4,2.9
E01012420,42,30.7,15.9,8.4,2.9
E01025582,34.6,33.6,20.5,8.4,2.9
E01005828,39.9,31.7,17.2,8.4,2.9
E01013315,33.4,36.1,19.1,8.4,2.9
E01032332,39.2,32,17.5,8.4,2.9
E01019497,38,32,18.8,8.3,2.9
E01015304,37.3,32.6,18.9,8.3,2.9
E01008459,42.5,31.8,14.5,8.2,2.9
E01020972,39.9,30.7,18.3,8.2,2.9
E01012248,35.8,36.2,17,8.1,2.9
E01020675,32.1,34.4,22.6,8.1,2.9
E01008289,42.6,27.5,18.9,8.1,2.9
E01018716,39.1,31.9,18,8.1,2.9
E01006481,38.3,31.5,19.2,8.1,2.9
E01006572,43.1,30.6,15.3,8.1,2.9
E01013080,36.9,35.2,17,8.1,2.9
E01013693,45.5,29.2,14.4,8.1,2.9
E01011952,37.6,32.4,19.1,8,2.9
E01008837,39.4,32.8,16.9,8,2.9
E01013047,34.4,34.8,20.1,7.9,2.9
E01013499,37.3,35.3,16.7,7.9,2.9
E01013521,35.5,32.1,21.7,7.9,2.9
E01030261,36.6,34.9,17.7,7.8,2.9
E01012430,43.2,31.2,15.1,7.7,2.9
E01012601,44,28.4,17.1,7.7,2.9
E01006064,37.6,32.9,18.8,7.7,2.9
E01012844,39.3,32.1,18,7.7,2.9
E01015886,42.1,30.6,16.6,7.7,2.9
E01007522,38,32.2,19.3,7.6,2.9
E01027952,37.1,33.2,19.2,7.6,2.9
E01007363,37.9,34.9,16.7,7.5,2.9
E01008429,36.2,33.6,19.9,7.4,2.9
E01006207,42.4,31.3,16.1,7.4,2.9
E01035464,40.1,30.9,18.7,7.4,2.9
E01014246,36,37.3,16.5,7.4,2.9
E01015073,39.2,34.1,16.4,7.4,2.9
E01015055,41,31.9,16.8,7.4,2.9
E01012059,39,29.6,21.2,7.3,2.9
E01012254,37.5,34.1,18.2,7.3,2.9
E01005203,45.9,29.3,14.6,7.3,2.9
E01009786,41.7,34.3,13.9,7.3,2.9
E01008201,39.6,32.5,17.7,7.2,2.9
E01018524,41.8,33.9,14.2,7.2,2.9
E01011863,41.8,30.7,17.4,7.2,2.9
E01019452,37.5,33.1,19.3,7.2,2.9
E01008607,46.5,28.2,15.4,7.1,2.9
E01006776,43.8,29.6,16.5,7.1,2.9
E01010733,39.1,34.6,16.3,7.1,2.9
E01008779,39.7,32.8,17.7,7,2.9
E01010743,42.4,33.4,14.3,7,2.9
E01012368,45.4,30.5,14.2,6.9,2.9
E01012624,41.1,32.1,17,6.9,2.9
E01013533,39,31.7,19.5,6.9,2.9
E01022031,39.8,32.3,18,6.9,2.9
E01012252,47.4,29.8,13,6.8,2.9
E01006753,46.9,30,13.5,6.8,2.9
E01007805,37.7,34.1,18.6,6.8,2.9
E01011777,42,29.8,18.4,6.8,2.9
E01015867,40.1,33.6,16.7,6.8,2.9
E01020575,39.7,34,16.5,6.8,2.9
E01006397,35.6,36.6,18.3,6.7,2.9
E01006432,47.4,28.5,14.5,6.7,2.9
E01009980,45,30.9,14.6,6.6,2.9
E01014342,42,34.4,14.2,6.5,2.9
E01015089,39.3,35.1,16.1,6.5,2.9
E01012739,40.5,32.8,17.4,6.4,2.9
E01012377,43.9,32.9,14,6.3,2.9
E01005119,46.1,30.7,14.1,6.3,2.9
E01005130,44.4,32.1,14.5,6.2,2.9
E01010807,42.7,34.9,13.3,6.2,2.9
E01031057,40.6,33.9,16.4,6.2,2.9
E01029886,37.8,34.9,18.2,6.2,2.9
E01015357,41.5,32.6,17.1,5.8,2.9
E01008432,42.3,30.9,18.2,5.7,2.9
E01008056,41.1,35,15.3,5.7,2.9
E01008901,44.6,32.1,14.6,5.7,2.9
E01035648,50,30.7,10.7,5.7,2.9
E01002843,44.7,31.4,15.2,5.7,2.9
E01010239,40.4,35.9,15.3,5.5,2.9
E01029114,34.9,36.6,20.1,5.5,2.9
E01018932,38.1,35.6,18.1,5.3,2.9
E01029437,45.3,33.8,12.8,5.2,2.9
E01019001,38.1,36.7,17.2,5.2,2.9
E01008976,39.4,37.2,15.5,4.9,2.9
E01009112,41.4,35.4,15.5,4.8,2.9
E01014267,44.7,35.6,12.2,4.5,2.9
E01018417,39.2,37.3,16.3,4.3,2.9
E01018100,34.4,43.8,14.9,4,2.9
E01018845,49.1,30.4,13.8,3.8,2.9
E01006938,50,31.4,12,3.6,2.9
E01001072,51.9,33.2,10,2.1,2.9
E01014313,31.4,33.3,20.8,11.7,2.8
E01033687,34.6,28.3,22.6,11.6,2.8
E01019578,32.4,31,22.5,11.2,2.8
E01034400,40,28,18.2,11,2.8
E01026073,27.6,33.5,25.1,11,2.8
E01024865,35.6,31.6,19.3,10.8,2.8
E01026115,30.9,33.1,22.7,10.4,2.8
E01007729,33.2,33.8,19.9,10.3,2.8
E01006645,39.6,31.2,16.4,10.1,2.8
E01020841,34.7,32.3,20.3,9.9,2.8
E01020909,37.3,31.4,18.7,9.8,2.8
E01027542,35.6,31,21,9.7,2.8
E01012107,34.9,33,19.7,9.6,2.8
E01027805,34.5,36.7,16.5,9.6,2.8
E01015842,37.6,32,18.2,9.5,2.8
E01034514,35.3,31.6,20.8,9.4,2.8
E01006435,42,29.2,16.7,9.4,2.8
E01006613,41.2,29.7,16.9,9.4,2.8
E01019143,34.4,32.8,20.7,9.3,2.8
E01006447,42.6,29,16.3,9.3,2.8
E01012862,36.9,31.1,20.2,9.1,2.8
E01014259,33.1,35.9,19.1,9.1,2.8
E01011791,36.5,32.5,19.3,9,2.8
E01009214,37,34.3,16.9,9,2.8
E01027540,35.9,32.8,19.5,8.9,2.8
E01033948,33.8,33.5,21.1,8.8,2.8
E01022738,36.4,35.2,16.8,8.8,2.8
E01020902,35.7,31.6,21.2,8.7,2.8
E01006448,44.5,29.8,14.1,8.7,2.8
E01008978,40.5,28.9,19.1,8.7,2.8
E01010448,39.8,32.1,16.6,8.7,2.8
E01008215,38.4,30.4,19.8,8.6,2.8
E01013209,36.7,32.6,19.3,8.6,2.8
E01014226,35.4,32.6,20.7,8.6,2.8
E01015255,36.1,32.3,20.2,8.6,2.8
E01012165,44,28.6,16,8.5,2.8
E01008839,38.8,30.3,19.7,8.5,2.8
E01006412,42.9,28.6,17.2,8.5,2.8
E01025045,37,33.2,18.6,8.4,2.8
E01006429,38.8,32.5,17.4,8.4,2.8
E01012928,36.8,32.8,19.2,8.4,2.8
E01009215,37.1,32.7,19.1,8.4,2.8
E01008400,37.5,32.4,19,8.3,2.8
E01007555,37.1,33,18.7,8.3,2.8
E01007509,38.3,33.4,17.2,8.3,2.8
E01014835,32.5,37,19.4,8.3,2.8
E01033950,36.3,36.3,16.4,8.2,2.8
E01007822,41.4,30.2,17.4,8.2,2.8
E01008092,34.5,33.4,21.2,8.2,2.8
E01026049,30,35.3,23.7,8.1,2.8
E01021306,40.9,34,14.2,8.1,2.8
E01001080,42.3,28.7,18.1,8.1,2.8
E01020792,40.3,32,16.9,8,2.8
E01008210,37.7,34.4,17.2,8,2.8
E01005272,43.5,29.8,15.9,8,2.8
E01007008,41.2,30.7,17.3,8,2.8
E01002732,47.5,27.8,13.8,8,2.8
E01012707,38.4,31.9,19,7.9,2.8
E01006874,38.3,32.9,18.1,7.9,2.8
E01004754,46.1,27.7,15.5,7.9,2.8
E01015086,36.1,34.4,18.9,7.9,2.8
E01015149,38.3,31.8,19.2,7.9,2.8
E01020907,39.4,32.7,17.4,7.8,2.8
E01025140,34.9,31.5,22.9,7.8,2.8
E01007789,38.2,32.4,18.8,7.8,2.8
E01017035,43.9,28.8,16.8,7.8,2.8
E01015307,39.7,33,16.7,7.8,2.8
E01020824,35.4,34.8,19.4,7.7,2.8
E01012444,44.8,31.1,13.7,7.7,2.8
E01019808,39,33,17.4,7.7,2.8
E01029356,36,36,17.6,7.7,2.8
E01009524,37.3,34.2,17.9,7.7,2.8
E01015030,39.6,32.1,17.9,7.7,2.8
E01012148,40.7,32.1,16.8,7.6,2.8
E01008296,39.5,30.3,19.8,7.6,2.8
E01005400,36,35,18.7,7.6,2.8
E01007723,38.7,32.9,18,7.6,2.8
E01013851,41.2,31.2,17.2,7.6,2.8
E01019495,38.7,34.4,16.6,7.6,2.8
E01019505,40.9,30.1,18.6,7.6,2.8
E01014211,39.7,31.3,18.7,7.6,2.8
E01032464,32.8,37.5,19.3,7.6,2.8
E01010295,40.7,32.4,16.4,7.6,2.8
E01003991,43,31,15.6,7.6,2.8
E01007782,39.3,34.5,15.9,7.5,2.8
E01029116,31.6,38.3,19.8,7.5,2.8
E01005103,43.7,30.2,15.8,7.4,2.8
E01006446,43.6,30.3,15.9,7.4,2.8
E01006604,43.9,32.3,13.7,7.4,2.8
E01022040,32.8,35.9,21.1,7.4,2.8
E01019166,36.3,35.9,17.7,7.3,2.8
E01033688,45.5,27.4,17,7.3,2.8
E01015266,41.7,31.2,17,7.3,2.8
E01035365,42.6,32.7,14.7,7.2,2.8
E01025032,39.4,32.3,18.3,7.2,2.8
E01006449,48.8,27.6,13.7,7.2,2.8
E01032511,44.6,29.1,16.3,7.2,2.8
E01007364,38,31.8,20.2,7.2,2.8
E01013472,40.8,33.2,16.1,7.2,2.8
E01029554,40.9,33.4,15.7,7.2,2.8
E01005183,47.5,27.6,15,7.1,2.8
E01012781,40.9,32.3,16.9,7.1,2.8
E01024909,40.2,32.3,17.7,7,2.8
E01007878,44.9,31.3,13.9,7,2.8
E01020923,39.7,33.9,16.6,7,2.8
E01019265,38.1,31.4,20.8,6.9,2.8
E01025041,41.2,34.1,15,6.9,2.8
E01006478,47.1,28.8,14.4,6.9,2.8
E01011163,35.1,35.8,19.4,6.9,2.8
E01008670,42.2,32.2,15.9,6.8,2.8
E01027874,43.9,30.7,15.8,6.8,2.8
E01009098,42.8,30.9,16.7,6.8,2.8
E01010004,40.5,34.4,15.5,6.8,2.8
E01034640,34.5,35.5,20.4,6.8,2.8
E01006728,43.8,34.1,12.7,6.7,2.8
E01019577,36.1,33.6,20.7,6.7,2.8
E01008923,42,32.2,16.2,6.7,2.8
E01033602,46.8,30.5,13.3,6.7,2.8
E01005980,40.7,32.6,17.3,6.6,2.8
E01011872,41.9,31.8,17,6.5,2.8
E01014074,39.1,34.4,17.3,6.5,2.8
E01026824,37.1,37.6,16,6.5,2.8
E01005683,46.4,31.6,12.8,6.4,2.8
E01013667,43.8,32.1,14.9,6.4,2.8
E01010320,35.9,36.2,18.8,6.4,2.8
E01005586,45.1,29.7,16,6.3,2.8
E01029382,41.6,36.1,13.2,6.3,2.8
E01000891,48.8,27,15.2,6.3,2.8
E01003832,45.8,30.3,14.8,6.3,2.8
E01012058,42.9,32.2,15.9,6.2,2.8
E01018557,41.4,32.9,16.7,6.2,2.8
E01006653,46.8,28.6,15.6,6.2,2.8
E01009831,37.7,35.1,18.1,6.2,2.8
E01012088,49,29.9,12.2,6.1,2.8
E01024897,39.8,33.8,17.5,6.1,2.8
E01008331,44.5,33.8,12.9,6,2.8
E01024476,42.7,33.2,15.4,5.9,2.8
E01013536,41.1,36.2,14.1,5.8,2.8
E01022949,39.8,33.6,18.1,5.7,2.8
E01025505,40.4,33.3,17.9,5.6,2.8
E01013192,39.5,36,16.3,5.6,2.8
E01007873,43.7,34.8,13,5.6,2.8
E01033896,45.6,32.6,13.4,5.6,2.8
E01003517,50.4,30,11.3,5.6,2.8
E01025520,41.1,32.5,18,5.5,2.8
E01007405,42.5,33.1,16.1,5.5,2.8
E01034310,51.9,28.5,11.3,5.5,2.8
E01033361,46.3,30.8,14.6,5.5,2.8
E01011893,43.3,34,14.5,5.4,2.8
E01032613,40,35.9,15.9,5.4,2.8
E01027982,36.8,36.1,18.9,5.4,2.8
E01000484,48.4,31.2,12.3,5.2,2.8
E01012846,44.2,33.5,14.4,5.1,2.8
E01004268,44,35,13.1,5.1,2.8
E01024893,44.5,33.1,14.6,4.9,2.8
E01005187,53,28.2,11.2,4.9,2.8
E01005369,45.3,33.4,13.5,4.9,2.8
E01010519,44.8,34.7,12.9,4.8,2.8
E01014609,43.5,33.9,15,4.8,2.8
E01008142,42.2,37.6,13,4.4,2.8
E01015594,42.5,33.6,16.7,4.4,2.8
E01007067,47.3,33.6,12.4,4,2.8
E01001353,54,30.8,8.9,3.5,2.8
E01023187,47.1,36,10.7,3.5,2.8
E01000599,51.5,30.2,12.2,3.4,2.8
E01014684,50.2,33.1,10.9,3.1,2.8
E01000716,55.5,30.1,9.3,2.3,2.8
E01019597,49.7,35.1,10.2,2.2,2.8
E01012649,34.7,31.8,19.3,11.5,2.7
E01012304,31.8,31.7,22.7,11.1,2.7
E01012679,37.6,28.9,20.1,10.6,2.7
E01035473,34.1,30.6,22,10.6,2.7
E01020873,35.2,32.2,19.6,10.3,2.7
E01008545,35.3,30.5,21.3,10.3,2.7
E01024855,34.3,33.1,19.6,10.2,2.7
E01007549,34.6,32.6,20.1,10.1,2.7
E01006703,44.8,26,16.6,10,2.7
E01013279,36.7,31.7,18.9,10,2.7
E01008157,34.6,32.2,20.5,10,2.7
E01034058,41.3,29.9,16.2,9.9,2.7
E01005501,37.7,32.5,17.5,9.7,2.7
E01024488,24.3,37.2,26,9.7,2.7
E01012572,43.7,29.6,14.6,9.5,2.7
E01011771,36.9,32.6,18.2,9.5,2.7
E01014706,36.1,33.7,18.2,9.4,2.7
E01008022,32.3,36.4,19.3,9.3,2.7
E01012407,37.4,31.5,19.3,9.2,2.7
E01006980,36.5,32.9,18.6,9.2,2.7
E01020983,35.6,34.4,18.1,9.2,2.7
E01008180,37.6,30.3,20.3,9.1,2.7
E01012737,34,33.3,21,9,2.7
E01007492,39,30.8,18.5,9,2.7
E01014164,40.3,30.8,17.2,9,2.7
E01006740,43.7,29.8,14.9,8.9,2.7
E01007734,36.4,33.1,18.8,8.9,2.7
E01007574,40.7,29.5,18.3,8.8,2.7
E01014302,33.9,35.5,19.1,8.8,2.7
E01018751,38.1,32.9,17.5,8.8,2.7
E01027451,32.4,36.9,19.3,8.7,2.7
E01005447,38.2,29.3,21,8.7,2.7
E01024081,37.4,32.2,19.1,8.7,2.7
E01005441,40.1,32.8,15.8,8.6,2.7
E01012963,34.3,33.4,21.1,8.6,2.7
E01011763,38.2,32.1,18.5,8.6,2.7
E01006507,42.4,30.8,15.5,8.5,2.7
E01010308,40.6,30.3,18,8.5,2.7
E01016900,38.3,33.6,17,8.5,2.7
E01012665,32.1,35.7,21.2,8.4,2.7
E01006284,40.8,30.9,17.2,8.4,2.7
E01006440,46,31,11.8,8.4,2.7
E01009458,37.8,33.7,17.5,8.3,2.7
E01012128,36.1,32.8,20.2,8.2,2.7
E01004777,44.2,29.9,15,8.2,2.7
E01029810,40.9,33,15.3,8.2,2.7
E01005967,38.5,33.4,17.2,8.1,2.7
E01032471,37.6,34.4,17.2,8.1,2.7
E01026827,37,32.9,19.2,8.1,2.7
E01033601,44.5,30.1,14.6,8.1,2.7
E01015233,35,34.8,19.3,8.1,2.7
E01025447,41.2,29.5,18.6,8,2.7
E01006569,44.5,30.2,14.5,8,2.7
E01006632,41.5,31.4,16.5,8,2.7
E01019508,39.4,33.7,16.3,8,2.7
E01017040,40.3,31.5,17.4,8,2.7
E01015074,38.8,33.5,17.1,8,2.7
E01020802,36.6,34.4,18.4,7.9,2.7
E01008825,38.1,31.4,19.8,7.9,2.7
E01012380,39.4,30.8,19.2,7.9,2.7
E01009115,39.7,31.2,18.5,7.9,2.7
E01025063,36,36,17.5,7.8,2.7
E01005366,37.1,32.8,19.5,7.8,2.7
E01006816,42.3,30.8,16.5,7.8,2.7
E01007003,39.2,28.8,21.4,7.8,2.7
E01012787,38.7,32.8,18,7.8,2.7
E01007573,38.3,30.9,20.4,7.8,2.7
E01015046,40.6,31.3,17.6,7.8,2.7
E01020411,41.2,32.4,15.9,7.8,2.7
E01012367,39.9,33.6,16.1,7.7,2.7
E01025396,37.9,33.1,18.6,7.7,2.7
E01013597,36.4,34.8,18.5,7.7,2.7
E01012027,40.5,32.1,17.1,7.6,2.7
E01008242,38.7,34.6,16.3,7.6,2.7
E01006736,45,28.3,16.3,7.6,2.7
E01012249,39.1,33,17.8,7.5,2.7
E01008571,39.6,32.3,18,7.5,2.7
E01024906,40.9,32.9,16.1,7.5,2.7
E01025575,43.1,30.3,16.5,7.5,2.7
E01017477,38.9,34.5,16.5,7.5,2.7
E01014595,39.8,31.8,18.3,7.5,2.7
E01012278,39.6,34.1,16.3,7.4,2.7
E01008231,40.5,32,17.5,7.4,2.7
E01012594,41.2,31,17.7,7.4,2.7
E01008062,42.6,30.8,16.6,7.4,2.7
E01028066,43.7,29.7,16.5,7.4,2.7
E01032514,41.6,31.9,16.4,7.4,2.7
E01020816,38.1,32.7,19.2,7.3,2.7
E01020849,36.3,36.2,17.5,7.3,2.7
E01025208,35.9,29.7,24.4,7.3,2.7
E01026750,36.1,36.1,17.7,7.3,2.7
E01023108,38.5,32.2,19.3,7.3,2.7
E01014691,37.6,33.9,18.4,7.3,2.7
E01011979,40.3,33.4,16.5,7.2,2.7
E01007272,41.2,30.6,18.4,7.2,2.7
E01007162,45.8,30.4,14,7.2,2.7
E01029346,38.9,34.8,16.5,7.2,2.7
E01009322,43.8,31.5,14.8,7.2,2.7
E01034943,39.2,31.5,19.4,7.2,2.7
E01005088,43.9,32.4,13.9,7.1,2.7
E01006924,40.2,33.5,16.4,7.1,2.7
E01007411,42.5,32.5,15.2,7.1,2.7
E01007943,40.3,32.3,17.5,7.1,2.7
E01020039,41.2,32.3,16.7,7.1,2.7
E01020734,43.6,29.9,16.8,7,2.7
E01008344,40.6,32.9,16.7,7,2.7
E01008509,39.8,32.9,17.6,7,2.7
E01006813,40.4,35,14.9,7,2.7
E01007192,45.5,30,14.8,7,2.7
E01019056,39.7,30.6,20,7,2.7
E01032659,39.5,30.5,20.2,7,2.7
E01008456,42.3,31.1,17,6.9,2.7
E01018311,42.3,31.8,16.3,6.9,2.7
E01006957,40,32.2,18.2,6.9,2.7
E01013908,37.5,33.8,19.1,6.9,2.7
E01026114,36.9,34.1,19.4,6.9,2.7
E01014121,32.7,39,18.6,6.9,2.7
E01020929,37.1,33.7,19.6,6.9,2.7
E01008388,41.5,32.2,16.8,6.8,2.7
E01008767,40.4,33.5,16.6,6.8,2.7
E01006674,49.8,27.7,13,6.8,2.7
E01007047,42.2,31.2,17.2,6.8,2.7
E01034845,40.3,33.6,16.6,6.8,2.7
E01011029,42.4,31.5,16.5,6.8,2.7
E01000889,45.3,30.9,14.4,6.8,2.7
E01004665,44.1,31.6,14.7,6.8,2.7
E01012017,36.6,37.4,16.7,6.7,2.7
E01008800,38.5,35,17.1,6.7,2.7
E01033330,42.5,32.7,15.3,6.7,2.7
E01008958,40.6,34.1,15.9,6.7,2.7
E01006005,42.3,30.7,17.8,6.6,2.7
E01007218,42,34.3,14.4,6.6,2.7
E01029845,37.4,32.4,20.9,6.6,2.7
E01009842,38.4,35.9,16.4,6.6,2.7
E01009952,43.6,32.6,14.6,6.6,2.7
E01004740,45.1,29.3,16.3,6.6,2.7
E01005322,45.3,29.8,15.7,6.5,2.7
E01006949,41.2,32.2,17.4,6.5,2.7
E01007413,41.1,32.8,16.9,6.5,2.7
E01027161,42.6,33.5,14.8,6.5,2.7
E01031116,36.9,35.4,18.5,6.5,2.7
E01010288,42.2,33,15.6,6.5,2.7
E01005197,44,32.6,14.3,6.4,2.7
E01014330,41.8,31.8,17.3,6.4,2.7
E01029353,33.5,39.2,18.2,6.4,2.7
E01010125,44,31.7,15.2,6.4,2.7
E01014844,36,36.5,18.5,6.4,2.7
E01024908,43.4,34.2,13.4,6.3,2.7
E01011560,46.3,28.8,15.8,6.3,2.7
E01028110,38.7,34.8,17.5,6.3,2.7
E01033526,35.2,36.9,19,6.2,2.7
E01013835,42.4,33.6,15.2,6.1,2.7
E01028055,33.6,38.4,19.2,6.1,2.7
E01030291,38.6,33.7,18.9,6,2.7
E01025049,39.3,35.1,17.1,5.9,2.7
E01024662,35.6,38,17.7,5.9,2.7
E01018868,37.5,33.9,19.9,5.9,2.7
E01018990,43,32.9,15.5,5.9,2.7
E01025507,45.3,32,14.2,5.8,2.7
E01007060,42.6,32.6,16.2,5.8,2.7
E01009510,43.8,30.4,17.4,5.8,2.7
E01016941,45.1,32.9,13.5,5.8,2.7
E01006329,40.1,35.4,16,5.7,2.7
E01028223,46.4,31.3,13.9,5.7,2.7
E01000974,49.9,30.4,11.3,5.7,2.7
E01035099,42.3,33.5,15.9,5.6,2.7
E01010541,40.5,35.7,15.5,5.6,2.7
E01007725,46.5,35,10.4,5.5,2.7
E01018838,44.8,31.7,15.4,5.5,2.7
E01008392,37.6,35.9,18.4,5.4,2.7
E01004719,47,32.1,12.7,5.4,2.7
E01004811,43.1,34.7,14.3,5.2,2.7
E01005319,47.2,31.7,13.3,5.2,2.7
E01007498,42.6,34.2,15.5,5,2.7
E01004669,52,29.1,11.3,5,2.7
E01006891,47.3,31.7,13.5,4.9,2.7
E01023151,40.1,34.5,17.7,4.9,2.7
E01018931,40.3,35.3,16.8,4.9,2.7
E01022989,44.9,35.2,12.4,4.8,2.7
E01007647,43.2,34.1,15.3,4.6,2.7
E01030108,44.8,34.8,13.4,4.3,2.7
E01019936,43.6,36.5,13.8,3.4,2.7
E01034649,28.2,31.3,26.1,11.7,2.6
E01018351,39.8,31.1,16.2,10.3,2.6
E01034685,26.6,34.7,26,10.2,2.6
E01022037,29,36.5,22,9.9,2.6
E01012035,36.9,32.9,18,9.7,2.6
E01008389,40.5,30.9,16.5,9.6,2.6
E01027397,35.6,34.5,17.8,9.5,2.6
E01008813,38.1,30.4,19.4,9.4,2.6
E01006667,43.1,29.5,15.3,9.4,2.6
E01026383,30.8,37.7,19.5,9.4,2.6
E01015338,35.2,33.1,19.7,9.4,2.6
E01012114,39.9,30.1,18.1,9.3,2.6
E01012175,39.1,31.1,17.9,9.3,2.6
E01007482,37.7,31.3,19.1,9.3,2.6
E01012442,44.3,30.7,13.2,9.2,2.6
E01012683,35.7,34.1,18.5,9.1,2.6
E01012672,35.6,35.4,17.3,9.1,2.6
E01025592,38.9,32.3,17.2,9,2.6
E01006461,40.9,30.8,16.8,9,2.6
E01009114,40,32.6,15.9,8.9,2.6
E01008671,33,34.9,20.8,8.7,2.6
E01006729,45.2,29.1,14.4,8.7,2.6
E01006909,42.1,30.4,16.3,8.7,2.6
E01007403,39.5,31.3,17.9,8.7,2.6
E01008082,35.5,32.5,20.7,8.7,2.6
E01019576,34.5,35,19.1,8.7,2.6
E01016867,38.8,32.8,17.1,8.7,2.6
E01008336,38.5,34.3,16,8.6,2.6
E01008281,35.6,31.7,21.4,8.6,2.6
E01006821,40.7,30.5,17.6,8.6,2.6
E01006571,40.7,28.8,19.4,8.5,2.6
E01007804,38.5,34.1,16.3,8.5,2.6
E01014212,39.4,32.9,16.7,8.4,2.6
E01032888,41.3,32,15.7,8.4,2.6
E01018997,40.3,33.7,15.1,8.4,2.6
E01012675,40.1,31.7,17.2,8.3,2.6
E01010131,38.3,33.2,17.6,8.3,2.6
E01020672,38.2,32.3,18.6,8.2,2.6
E01034500,37,32.5,19.8,8.2,2.6
E01006297,39.1,32.9,17.2,8.2,2.6
E01008189,36.8,33.1,19.4,8.1,2.6
E01025554,32.7,34.5,22.1,8.1,2.6
E01008098,40.6,32.4,16.4,8.1,2.6
E01033466,40.2,33.3,16,8,2.6
E01028173,39.1,33.5,16.9,8,2.6
E01024687,39.8,33.6,15.9,8,2.6
E01008694,40.9,30.9,17.7,7.9,2.6
E01011227,39.1,33.2,17.2,7.9,2.6
E01014201,41.3,32.2,16,7.9,2.6
E01015232,32.4,36.3,20.9,7.9,2.6
E01008380,45.2,29.5,14.9,7.8,2.6
E01005338,41.1,32.9,15.6,7.8,2.6
E01013203,38.3,33.7,17.6,7.8,2.6
E01007716,40.4,33.2,16,7.8,2.6
E01011790,35,35.1,19.5,7.8,2.6
E01019717,39,31.5,19.1,7.8,2.6
E01015180,38,34.2,17.3,7.8,2.6
E01022346,39.3,33.7,16.6,7.8,2.6
E01008838,41.5,30.9,17.3,7.7,2.6
E01012883,30.5,34.9,24.3,7.7,2.6
E01000386,42.7,32.1,14.9,7.7,2.6
E01031526,38.8,34.9,16.1,7.7,2.6
E01024986,33.5,36,20.3,7.6,2.6
E01006820,45.2,29.9,14.7,7.6,2.6
