LSOA code,Very good health,Good health,Fair health,Bad health,Very bad health
E01035405,55.4,35.5,6.8,1.6,0.6
E01026303,53.4,34.9,9.5,1.6,0.6
E01031281,57.8,31.4,8.6,1.6,0.6
E01033190,59.1,31.7,6.9,1.6,0.6
E01018253,54.8,32.7,10.3,1.6,0.6
E01023374,55.8,32.6,9.4,1.6,0.6
E01033025,58.4,31.5,7.9,1.6,0.6
E01029890,53.6,33.7,10.6,1.6,0.6
E01023686,62,28.2,7.5,1.6,0.6
E01023695,62,28.8,7,1.6,0.6
E01023674,65.2,26.6,6,1.6,0.6
E01033444,61,31,5.8,1.6,0.6
E01001107,53.7,33.4,10.8,1.6,0.6
E01001352,58.3,31.6,7.9,1.6,0.6
E01001303,59,30.6,8.3,1.6,0.6
E01001891,63.1,30,4.7,1.6,0.6
E01002052,71.3,20.5,6,1.6,0.6
E01002009,61.7,28.7,7.4,1.6,0.6
E01002435,56.8,30.6,10.4,1.6,0.6
E01002926,58.9,31.7,7.2,1.6,0.6
E01003380,59,32.5,6.2,1.6,0.6
E01003801,65.7,26,6.1,1.6,0.6
E01016525,59.2,32.1,6.5,1.6,0.6
E01033511,57.9,31.4,8.5,1.6,0.6
E01034457,64.3,28.1,5.3,1.6,0.6
E01017930,54.7,33.8,9.4,1.6,0.6
E01032852,58.7,31.9,7.2,1.6,0.6
E01022863,53.6,32.9,11.2,1.6,0.6
E01022854,57.4,33.1,7.3,1.6,0.6
E01024015,51.8,35.7,10.3,1.6,0.6
E01024418,59.4,29.6,8.8,1.6,0.6
E01024834,57.8,31.8,8.1,1.6,0.6
E01030473,61,28.7,8,1.6,0.6
E01030620,59.6,29.7,8.4,1.6,0.6
E01034294,58.8,32.5,6.5,1.6,0.6
E01031582,56.5,33.1,8.2,1.6,0.6
E01031629,52.2,35.3,10.3,1.6,0.6
E01031753,51.6,33.8,12.3,1.6,0.6
E01014715,61.7,27.7,8.5,1.6,0.6
E01014617,56.7,31.2,9.9,1.6,0.6
E01014621,63.1,27.9,6.8,1.6,0.6
E01014793,52.6,33.1,12.1,1.6,0.6
E01032080,59,30.3,8.5,1.6,0.6
E01005932,54.8,32.6,10.5,1.5,0.6
E01006079,61.5,29.2,7.2,1.5,0.6
E01013067,55.1,32.8,9.9,1.5,0.6
E01013436,57.9,31.4,8.6,1.5,0.6
E01011649,57.8,29.9,10.2,1.5,0.6
E01028084,55.9,32,10.1,1.5,0.6
E01034567,58.6,31.7,7.6,1.5,0.6
E01000826,61.7,29.1,7.2,1.5,0.6
E01001150,55.3,33.1,9.5,1.5,0.6
E01001908,63.3,27.5,7.2,1.5,0.6
E01033946,63.7,28.8,5.4,1.5,0.6
E01002847,62,28.6,7.3,1.5,0.6
E01003039,65.2,26.5,6.1,1.5,0.6
E01004017,59.7,30.2,8,1.5,0.6
E01035665,60.8,31.4,5.7,1.5,0.6
E01016410,56,33.1,8.8,1.5,0.6
E01016618,53.6,33.4,10.9,1.5,0.6
E01016627,53.3,35.3,9.3,1.5,0.6
E01021144,56.1,31.7,10.2,1.5,0.6
E01022898,54.9,33.4,9.7,1.5,0.6
E01028581,58.7,30.7,8.5,1.5,0.6
E01028667,56,34.5,7.4,1.5,0.6
E01030402,61.3,29,7.5,1.5,0.6
E01030468,56.6,32.4,8.9,1.5,0.6
E01030798,56.7,32.8,8.5,1.5,0.6
E01022115,54.5,33.5,9.8,1.5,0.6
E01034790,56.6,31.7,9.7,1.5,0.6
E01033550,66.7,25.3,6,1.4,0.6
E01018589,63.7,26.7,7.6,1.4,0.6
E01018562,58.7,32,7.3,1.4,0.6
E01007959,59.3,30.3,8.4,1.4,0.6
E01034022,51.7,38.3,8,1.4,0.6
E01035102,62,28,8,1.4,0.6
E01025738,55.4,34.3,8.3,1.4,0.6
E01035075,62.7,27,8.3,1.4,0.6
E01035031,58.3,31.3,8.5,1.4,0.6
E01033815,57.2,32.7,8.2,1.4,0.6
E01021475,59.2,29.9,8.9,1.4,0.6
E01021750,58.5,30.5,9,1.4,0.6
E01022080,52,37,9.1,1.4,0.6
E01023449,59.2,30.1,8.7,1.4,0.6
E01001255,55.7,33.1,9.2,1.4,0.6
E01033704,64.4,27.4,6.3,1.4,0.6
E01001906,68.3,23.3,6.4,1.4,0.6
E01033322,55.3,33.2,9.5,1.4,0.6
E01016247,56.3,34.6,7.1,1.4,0.6
E01016570,54.1,35.1,8.8,1.4,0.6
E01023181,53,36.3,8.6,1.4,0.6
E01028584,62.4,27.9,7.7,1.4,0.6
E01030996,61,29.9,7.1,1.4,0.6
E01014668,59.6,32.5,5.9,1.4,0.6
E01014563,57.7,33.1,7.2,1.4,0.6
E01014944,53.3,34.7,9.9,1.4,0.6
E01024974,54.5,33.6,10,1.3,0.6
E01034654,56.1,33.8,8.2,1.3,0.6
E01035038,60,31.8,6.3,1.3,0.6
E01033613,55.4,34.9,7.9,1.3,0.6
E01023372,64.5,27.1,6.5,1.3,0.6
E01023481,61.9,29.4,6.8,1.3,0.6
E01000179,58.8,30.7,8.6,1.3,0.6
E01001799,72.3,19.3,6.6,1.3,0.6
E01001901,68.2,23.2,6.7,1.3,0.6
E01004713,69.6,22.7,5.8,1.3,0.6
E01023269,58.3,31.5,8.3,1.3,0.6
E01035217,63,29.3,5.8,1.3,0.6
E01034629,57.9,33.5,6.7,1.3,0.6
E01021237,61.9,28.6,7.7,1.2,0.6
E01023715,64.5,26.5,7.1,1.2,0.6
E01034478,61.6,30.1,6.6,1.2,0.6
E01002937,63.9,27,7.3,1.2,0.6
E01003167,57.2,32.8,8.1,1.2,0.6
E01004748,58.3,32.6,7.3,1.2,0.6
E01017797,63.4,26.7,8.1,1.2,0.6
E01028792,52,36.8,9.4,1.2,0.6
E01032647,64.8,27.3,6.2,1.1,0.6
E01018603,61.5,28.1,8.7,1.1,0.6
E01033940,57.1,34,7.2,1.1,0.6
E01000830,61.2,30.3,6.9,1.1,0.6
E01033579,61,31.4,5.9,1.1,0.6
E01004032,58.8,33.2,6.3,1.1,0.6
E01033969,60.8,32.6,4.9,1.1,0.6
E01017821,61.5,29.4,7.3,1.1,0.6
E01031695,56,31.4,10.9,1.1,0.6
E01035128,60.6,30.6,7.1,1.1,0.6
E01000879,65.7,25.8,6.8,1,0.6
E01004599,69.8,23.3,5.4,1,0.6
E01004731,64.7,27.9,5.8,1,0.6
E01016695,60.1,30.2,8,1,0.6
E01030940,61.3,28.4,8.6,1,0.6
E01034496,61.1,31.2,6.3,0.9,0.6
E01002891,67.3,25.8,5.3,0.9,0.6
E01035718,67.1,26.9,4.5,0.9,0.6
E01035436,60.1,32.8,5.6,0.9,0.6
E01003868,69.2,23.6,5.8,0.8,0.6
E01004717,64,27,7.6,0.8,0.6
E01030887,61.7,29.7,7.2,0.8,0.6
E01004727,62.1,30.1,6.5,0.6,0.6
E01000035,49.3,33,10.9,6.3,0.5
E01030877,45.5,34,14.3,5.6,0.5
E01026993,48.3,35.8,10,5.5,0.5
E01028054,46.1,34.4,13.5,5.5,0.5
E01035570,44.9,35.1,14,5.5,0.5
E01024731,46.7,34.9,12.6,5.4,0.5
E01001867,53.4,28.1,12.9,5.1,0.5
E01028791,51,33.3,10.1,5.1,0.5
E01019894,37.1,40.8,16.4,5.1,0.5
E01033161,44,37.4,13.1,4.9,0.5
E01006257,50.7,31.6,12.4,4.8,0.5
E01017432,44.2,37.9,12.6,4.8,0.5
E01003224,50.5,32.4,11.8,4.8,0.5
E01011072,51.3,32.8,10.7,4.7,0.5
E01011607,49.1,34.9,10.7,4.7,0.5
E01005767,50.9,30.9,13.2,4.6,0.5
E01026200,44,37.5,13.4,4.6,0.5
E01009863,49.4,33,12.6,4.6,0.5
E01034299,44.6,36.7,13.6,4.6,0.5
E01007756,42.7,37.2,15.1,4.5,0.5
E01011308,45.9,34.5,14.6,4.5,0.5
E01009722,39.8,39.2,16,4.5,0.5
E01001116,49.3,35.5,10.2,4.5,0.5
E01034826,50.8,34,10.2,4.5,0.5
E01005226,56.1,27.7,11.3,4.4,0.5
E01006148,54.2,29.4,11.5,4.4,0.5
E01011530,47.3,35.2,12.6,4.4,0.5
E01029914,45.5,36.9,12.6,4.4,0.5
E01017043,47.6,36.4,11.1,4.4,0.5
E01014954,43.1,36.5,15.5,4.4,0.5
E01015169,44.6,37.1,13.4,4.4,0.5
E01012512,43.4,37.7,14.2,4.3,0.5
E01010866,44.7,35.3,15.1,4.3,0.5
E01016297,44.7,35.3,15.1,4.3,0.5
E01008552,46.1,35.9,13.3,4.2,0.5
E01008722,46.9,34.2,14.2,4.2,0.5
E01012415,48.2,35.7,11.5,4.2,0.5
E01019408,47.4,36.1,11.8,4.2,0.5
E01019435,49.2,33.7,12.4,4.2,0.5
E01026351,48.9,33.2,13.2,4.2,0.5
E01028837,41.1,39.2,15,4.2,0.5
E01024669,46.1,34.9,14.2,4.2,0.5
E01014489,50.9,34.1,10.3,4.2,0.5
E01031884,51.3,33.2,10.7,4.2,0.5
E01024955,49.3,34.2,11.9,4.1,0.5
E01005625,49.3,33,13.1,4.1,0.5
E01028381,47.8,35.1,12.6,4.1,0.5
E01034439,40,40.7,14.7,4.1,0.5
E01035139,41.6,39.4,14.3,4.1,0.5
E01023171,51.9,33.9,9.5,4.1,0.5
E01031814,45.1,36.2,14,4.1,0.5
E01015035,52.6,30.7,12,4.1,0.5
E01027417,42.3,35.8,17.5,4,0.5
E01027918,45.1,36.2,14.2,4,0.5
E01028099,46.8,34.9,13.8,4,0.5
E01014184,53.2,30.7,11.6,4,0.5
E01028910,45.1,34.2,16.2,4,0.5
E01009812,49.7,36,9.7,4,0.5
E01021255,50.7,33.9,11,4,0.5
E01000427,49.7,33.6,12.2,4,0.5
E01003646,49.2,34.8,11.5,4,0.5
E01004099,50.2,34.4,10.9,4,0.5
E01004535,54.8,28.5,12.1,4,0.5
E01021233,43.7,37.4,14.5,4,0.5
E01028760,46.1,38.2,11.2,4,0.5
E01031462,44.7,36,14.9,4,0.5
E01031968,46.9,36.8,11.9,4,0.5
E01022390,50.7,32.9,12,4,0.5
E01024923,50.1,31.8,13.7,3.9,0.5
E01010575,44.8,38.2,12.6,3.9,0.5
E01010570,52.1,32,11.5,3.9,0.5
E01011618,49.1,33.9,12.6,3.9,0.5
E01013793,49.8,32.3,13.6,3.9,0.5
E01013875,47.6,34.7,13.3,3.9,0.5
E01027194,42.2,39.7,13.7,3.9,0.5
E01019656,48.4,32.8,14.4,3.9,0.5
E01009900,37.9,40.4,17.3,3.9,0.5
E01017465,48.8,35.1,11.7,3.9,0.5
E01024067,48.8,33,13.8,3.9,0.5
E01024298,47.6,34.8,13.2,3.9,0.5
E01020605,49.1,34.7,11.8,3.8,0.5
E01019330,48.2,34.9,12.6,3.8,0.5
E01007908,43.8,37.2,14.7,3.8,0.5
E01011050,46.6,36.5,12.6,3.8,0.5
E01013984,46.1,35.8,13.8,3.8,0.5
E01019558,43.6,39.1,13,3.8,0.5
E01026396,39,39.3,17.3,3.8,0.5
E01029773,41.8,37.2,16.7,3.8,0.5
E01032532,47.7,33.8,14.3,3.8,0.5
E01015947,47.7,36.1,11.9,3.8,0.5
E01018201,45.4,36.4,13.9,3.8,0.5
E01026671,43.6,39.2,12.9,3.8,0.5
E01030292,44.3,36.8,14.6,3.8,0.5
E01001065,45.4,38.6,11.6,3.8,0.5
E01002291,44.5,37,14.1,3.8,0.5
E01003081,58.4,28.3,9,3.8,0.5
E01004376,49.6,34.9,11.2,3.8,0.5
E01031705,45.9,36.1,13.7,3.8,0.5
E01014407,51.3,33.5,10.8,3.8,0.5
E01025038,48,33,14.7,3.7,0.5
E01025499,48.5,33.9,13.3,3.7,0.5
E01006383,51.6,33.2,11,3.7,0.5
E01027656,47.4,34.9,13.5,3.7,0.5
E01008113,50.8,33.4,11.7,3.7,0.5
E01011588,56.6,29.9,9.2,3.7,0.5
E01009819,46.4,36.5,12.8,3.7,0.5
E01010227,53.9,32.3,9.6,3.7,0.5
E01004533,52.6,32.3,11,3.7,0.5
E01024753,53.9,30.8,11.1,3.7,0.5
E01030485,53,33,9.7,3.7,0.5
E01015208,45.8,35.7,14.3,3.7,0.5
E01025418,47.4,36,12.4,3.6,0.5
E01005730,46.9,36.5,12.5,3.6,0.5
E01007428,50.6,34.6,10.6,3.6,0.5
E01007829,48.4,34.4,13.1,3.6,0.5
E01027066,49.2,35,11.7,3.6,0.5
E01019588,43.2,37.7,15,3.6,0.5
E01019673,47.4,34.5,14,3.6,0.5
E01019753,50,34.4,11.5,3.6,0.5
E01015847,53.8,32,10.2,3.6,0.5
E01021332,46.7,36.7,12.5,3.6,0.5
E01021656,49.2,35.2,11.5,3.6,0.5
E01023377,55.4,29.8,10.6,3.6,0.5
E01023848,51.8,33.5,10.6,3.6,0.5
E01026708,48.8,34.3,12.8,3.6,0.5
E01029879,48.5,35.3,12,3.6,0.5
E01001666,55.8,30.6,9.5,3.6,0.5
E01002371,50,35.4,10.5,3.6,0.5
E01034581,56.3,31.1,8.4,3.6,0.5
E01022961,46.2,36.5,13.1,3.6,0.5
E01024763,46.7,37,12.2,3.6,0.5
E01028684,52.2,32.3,11.4,3.6,0.5
E01030967,54.2,30.9,10.8,3.6,0.5
E01034295,50.7,35.4,9.8,3.6,0.5
E01012347,46.7,36.3,13,3.5,0.5
E01035375,47.7,37.9,10.4,3.5,0.5
E01019117,47.8,35.7,12.4,3.5,0.5
E01025028,49.8,33.6,12.6,3.5,0.5
E01033002,53.8,33.8,8.3,3.5,0.5
E01034647,49,36.5,10.6,3.5,0.5
E01026355,47.8,35.1,13.1,3.5,0.5
E01035057,53.8,30.4,11.8,3.5,0.5
E01028950,50.3,35.7,10,3.5,0.5
E01032482,44.5,38.1,13.4,3.5,0.5
E01009823,45.4,36.9,13.6,3.5,0.5
E01017455,47.5,36.5,12,3.5,0.5
E01018163,49,36.3,10.8,3.5,0.5
E01022015,47.9,36,12.1,3.5,0.5
E01023327,48.1,37.1,10.8,3.5,0.5
E01023350,49.4,34,12.7,3.5,0.5
E01026503,50.4,32.8,12.9,3.5,0.5
E01026850,45.9,38.1,11.9,3.5,0.5
E01023787,47.9,35.4,12.7,3.5,0.5
E01000411,50.3,36.7,9,3.5,0.5
E01004159,52.4,33,10.7,3.5,0.5
E01016141,47.3,36.2,12.5,3.5,0.5
E01017150,49.7,34.1,12.2,3.5,0.5
E01022502,51.1,34.7,10.2,3.5,0.5
E01022733,42.6,36.7,16.6,3.5,0.5
E01023149,45,36.8,14.2,3.5,0.5
E01035758,46.6,37,12.3,3.5,0.5
E01031837,52.8,33.2,10,3.5,0.5
E01018787,52.3,32.3,11.4,3.5,0.5
E01022425,53.7,32.1,10.2,3.5,0.5
E01025538,52.4,32.1,11.6,3.4,0.5
E01005863,52,32.7,11.4,3.4,0.5
E01005759,48.6,35.5,12,3.4,0.5
E01006856,52.1,33.6,10.4,3.4,0.5
E01027589,48.8,35.5,11.9,3.4,0.5
E01007418,45.6,35.9,14.6,3.4,0.5
E01019762,47.7,34.7,13.8,3.4,0.5
E01019788,50.4,33.2,12.5,3.4,0.5
E01026324,45.9,38,12.2,3.4,0.5
E01014028,46.6,37.5,11.9,3.4,0.5
E01029003,43.2,38.3,14.6,3.4,0.5
E01009116,50,34,12.1,3.4,0.5
E01015723,47,36.2,12.9,3.4,0.5
E01018280,46.6,36.8,12.7,3.4,0.5
E01026543,47,37.6,11.5,3.4,0.5
E01026746,45.8,35.1,15.1,3.4,0.5
E01026942,47.4,37,11.6,3.4,0.5
E01026944,44.2,37.9,14,3.4,0.5
E01030072,46.2,35.4,14.5,3.4,0.5
E01000414,49.9,35,11.2,3.4,0.5
E01002197,48.9,35.1,12.1,3.4,0.5
E01002173,50.4,34.5,11.2,3.4,0.5
E01032579,54.1,31.8,10.3,3.4,0.5
E01016334,46.7,37.1,12.4,3.4,0.5
E01016700,56.2,31.8,8.1,3.4,0.5
E01016946,57.3,29.6,9.2,3.4,0.5
E01032843,53,33.3,9.9,3.4,0.5
E01022589,53.6,31.6,10.9,3.4,0.5
E01022815,44.9,37.9,13.3,3.4,0.5
E01032817,50.9,34.8,10.4,3.4,0.5
E01031606,48.7,35.9,11.6,3.4,0.5
E01031546,51,33.1,12,3.4,0.5
E01035223,48.1,35,13,3.4,0.5
E01020378,50.2,33,12.9,3.4,0.5
E01020458,47.5,35.8,12.8,3.4,0.5
E01022360,48,35.9,12.2,3.4,0.5
E01029274,46.8,35.5,13.7,3.4,0.5
E01019258,46.9,37.6,11.7,3.3,0.5
E01005699,49.4,35,11.7,3.3,0.5
E01005909,52.8,33,10.4,3.3,0.5
E01006367,50.8,34.2,11.2,3.3,0.5
E01007079,53.3,29.7,13.1,3.3,0.5
E01013402,49.6,35.1,11.5,3.3,0.5
E01027577,47.9,35.7,12.6,3.3,0.5
E01010937,52.7,32.6,10.9,3.3,0.5
E01010918,51.4,33.4,11.4,3.3,0.5
E01011419,48.5,35.6,12.2,3.3,0.5
E01011890,51.4,32.9,11.9,3.3,0.5
E01027289,49.9,31.6,14.7,3.3,0.5
E01019873,51.3,33.9,11,3.3,0.5
E01025893,42.3,38.8,15,3.3,0.5
E01025958,48.6,35.1,12.6,3.3,0.5
E01029654,49.5,36.2,10.6,3.3,0.5
E01009126,49.1,36.1,11,3.3,0.5
E01008988,50.3,34,11.8,3.3,0.5
E01009170,47.6,36.3,12.2,3.3,0.5
E01009687,50,34.8,11.5,3.3,0.5
E01009555,51.1,33.5,11.5,3.3,0.5
E01009920,49.5,34.3,12.4,3.3,0.5
E01017401,53.8,30.7,11.7,3.3,0.5
E01017604,47,37.5,11.6,3.3,0.5
E01021885,50.6,35.8,9.8,3.3,0.5
E01023344,49.1,34.2,12.9,3.3,0.5
E01026535,48.9,34.7,12.5,3.3,0.5
E01033311,49.1,35,12.1,3.3,0.5
E01023754,51.6,35.2,9.4,3.3,0.5
E01003434,51.6,33.7,10.9,3.3,0.5
E01003781,51.4,32.3,12.5,3.3,0.5
E01016305,51.6,33.2,11.4,3.3,0.5
E01016872,53.3,33,9.9,3.3,0.5
E01017028,50.8,35.3,10.1,3.3,0.5
E01017131,47.7,35.5,13.1,3.3,0.5
E01017840,51.3,35.7,9.2,3.3,0.5
E01021036,49.1,35,12.1,3.3,0.5
E01022636,47,37.4,11.8,3.3,0.5
E01022997,50.9,32.4,12.8,3.3,0.5
E01035306,52,32.5,11.7,3.3,0.5
E01028753,49.2,33,14.1,3.3,0.5
E01014678,50,34.5,11.7,3.3,0.5
E01020580,48,35,13.3,3.3,0.5
E01020085,49.9,35.4,10.9,3.3,0.5
E01020266,45.9,36.4,13.8,3.3,0.5
E01034777,49.6,35.5,11.1,3.3,0.5
E01022142,50.5,34.8,10.9,3.3,0.5
E01029064,47.2,36.7,12.2,3.3,0.5
E01033551,54.5,30.5,11.3,3.2,0.5
E01018403,51.2,33,12.1,3.2,0.5
E01019124,50.4,32.4,13.5,3.2,0.5
E01025532,52.7,32.3,11.2,3.2,0.5
E01005047,51.1,28.7,16.5,3.2,0.5
E01004984,51,32.9,12.4,3.2,0.5
E01012870,49,37.3,10,3.2,0.5
E01013043,49.6,34.7,11.9,3.2,0.5
E01013391,51.6,33.1,11.7,3.2,0.5
E01027663,48.6,34.7,12.9,3.2,0.5
E01007824,52,31.7,12.6,3.2,0.5
E01011687,52.2,34.4,9.8,3.2,0.5
E01013943,50.4,35.1,10.9,3.2,0.5
E01026955,51.8,32.5,12,3.2,0.5
E01025975,55.2,29.9,11.3,3.2,0.5
E01026138,46,36.3,14,3.2,0.5
E01028412,54.1,30.3,11.8,3.2,0.5
E01010166,56.2,30.2,9.9,3.2,0.5
E01010515,48.3,35.6,12.4,3.2,0.5
E01015913,52.5,33.1,10.8,3.2,0.5
E01033829,50,35.9,10.4,3.2,0.5
E01017563,48.2,36.4,11.7,3.2,0.5
E01018209,48.7,34.6,12.9,3.2,0.5
E01035170,57.7,30.5,8.1,3.2,0.5
E01021769,51.3,33.4,11.6,3.2,0.5
E01023644,45.7,36.9,13.8,3.2,0.5
E01029883,48.6,35.5,12.2,3.2,0.5
E01030050,53.4,33.3,9.6,3.2,0.5
E01002272,50.6,35.1,10.7,3.2,0.5
E01002286,52.9,34.5,8.8,3.2,0.5
E01002369,50.2,34.4,11.6,3.2,0.5
E01032728,53.5,33.8,9,3.2,0.5
E01016303,51.7,35,9.5,3.2,0.5
E01016279,47.7,37.8,10.9,3.2,0.5
E01017926,45.8,38.9,11.6,3.2,0.5
E01022580,43.7,38.5,14.1,3.2,0.5
E01022714,45.9,36.2,14.3,3.2,0.5
E01022657,53.5,34.1,8.8,3.2,0.5
E01022813,44.5,39.3,12.5,3.2,0.5
E01023180,46.3,35,15,3.2,0.5
E01023208,46.4,37.5,12.4,3.2,0.5
E01028612,58,29.8,8.4,3.2,0.5
E01028688,51.6,33.4,11.3,3.2,0.5
E01028823,54.1,30.7,11.5,3.2,0.5
E01030577,46.9,37.7,11.8,3.2,0.5
E01014988,52.6,31.7,12.1,3.2,0.5
E01020537,47.2,36.5,12.7,3.2,0.5
E01008355,55.1,29.2,12.1,3.1,0.5
E01018421,51.3,32.8,12.4,3.1,0.5
E01018468,47.6,38.3,10.5,3.1,0.5
E01033073,51.1,32.3,12.9,3.1,0.5
E01004880,51.7,31.8,12.9,3.1,0.5
E01006498,56.1,30.1,10.2,3.1,0.5
E01013428,52.1,34.1,10.1,3.1,0.5
E01027598,45.8,36.8,13.8,3.1,0.5
E01027603,46.4,36.6,13.3,3.1,0.5
E01011587,50.7,34.9,10.8,3.1,0.5
E01027089,45.2,38.9,12.3,3.1,0.5
E01019866,51.8,31.3,13.4,3.1,0.5
E01025880,49.9,35.4,11.1,3.1,0.5
E01032994,48.8,35.2,12.4,3.1,0.5
E01028915,49.5,34.9,12,3.1,0.5
E01031101,47.1,39.1,10.2,3.1,0.5
E01031202,47.9,35.4,13.1,3.1,0.5
E01032347,50,32.4,14,3.1,0.5
E01009426,51.7,32.7,12,3.1,0.5
E01009312,47.6,37.1,11.7,3.1,0.5
E01009681,50,34,12.3,3.1,0.5
E01015653,46.3,36.8,13.2,3.1,0.5
E01034420,51.6,33.8,11,3.1,0.5
E01017415,49.1,35.2,12.1,3.1,0.5
E01035534,43.9,37.8,14.8,3.1,0.5
E01026927,45.9,37.8,12.7,3.1,0.5
E01029911,49.3,36.2,10.9,3.1,0.5
E01023517,48,37.2,11.4,3.1,0.5
E01029953,47.7,36.4,12.3,3.1,0.5
E01000209,53.2,30.8,12.3,3.1,0.5
E01000415,49.1,36.9,10.2,3.1,0.5
E01001823,67.6,21.3,7.5,3.1,0.5
E01002261,48.4,36.9,11.1,3.1,0.5
E01002496,52.3,34.1,9.9,3.1,0.5
E01003446,55.1,32.4,8.8,3.1,0.5
E01004146,53.3,32.9,10.2,3.1,0.5
E01004342,52.9,33.6,9.9,3.1,0.5
E01004635,57.7,29.8,8.9,3.1,0.5
E01004488,62.7,26.5,7.3,3.1,0.5
E01016157,52.8,33.6,10,3.1,0.5
E01016131,50.4,33.5,12.6,3.1,0.5
E01016213,46.2,38.2,12,3.1,0.5
E01016371,48.8,34.3,13.3,3.1,0.5
E01016518,51.8,33.7,10.8,3.1,0.5
E01022763,45.7,37.4,13.2,3.1,0.5
E01022993,49.3,34.9,12.2,3.1,0.5
E01023996,49.3,37.9,9.2,3.1,0.5
E01024127,51.8,32.4,12.3,3.1,0.5
E01024354,45.2,39.4,11.8,3.1,0.5
E01024373,49.6,35.6,11.2,3.1,0.5
E01028488,48.2,35.8,12.3,3.1,0.5
E01031670,48.7,36.2,11.5,3.1,0.5
E01015378,54.1,31.8,10.5,3.1,0.5
E01020407,48.4,33.1,14.9,3.1,0.5
E01022141,52.7,35.5,8.2,3.1,0.5
E01022220,49.8,35.6,11,3.1,0.5
E01022369,54.1,32.7,9.7,3.1,0.5
E01029194,45.9,35.3,15.2,3.1,0.5
E01029288,50.2,34.1,12,3.1,0.5
E01020634,47,35.2,14.3,3,0.5
E01035634,53.8,32.7,10,3,0.5
E01018372,51.7,34.3,10.6,3,0.5
E01025327,55.2,31.3,9.9,3,0.5
E01006119,54,32,10.5,3,0.5
E01012902,48.1,37.7,10.7,3,0.5
E01013381,50.5,34.8,11.2,3,0.5
E01011570,55.6,31.4,9.6,3,0.5
E01011329,46.1,38.6,11.9,3,0.5
E01011825,48.4,35.7,12.3,3,0.5
E01035103,54.8,31.9,9.8,3,0.5
E01027030,47.9,35.5,13.1,3,0.5
E01027179,49.4,35.9,11.3,3,0.5
E01025687,55,32,9.5,3,0.5
E01025778,52.2,34.7,9.6,3,0.5
E01026304,47.3,40.1,9.2,3,0.5
E01028177,47.5,37.9,11.1,3,0.5
E01028352,54.5,31.9,10.1,3,0.5
E01035071,49.2,34.5,12.8,3,0.5
E01029733,49.7,35.1,11.7,3,0.5
E01032273,45.1,38.5,13,3,0.5
E01009633,56.1,30.8,9.5,3,0.5
E01015792,53.6,33.2,9.7,3,0.5
E01021587,48.6,36.2,11.8,3,0.5
E01023462,52.4,33.5,10.7,3,0.5
E01023496,48.5,34.1,13.9,3,0.5
E01000110,54.7,31.6,10.2,3,0.5
E01000140,56,32.3,8.3,3,0.5
E01000399,50.9,33.5,12.1,3,0.5
E01001102,51.8,33.3,11.4,3,0.5
E01002176,51.1,34.4,11,3,0.5
E01016107,50.3,34,12.2,3,0.5
E01016209,46.7,36.7,13.2,3,0.5
E01016500,52.5,34.4,9.6,3,0.5
E01016609,55.8,30.2,10.6,3,0.5
E01016795,50,35.3,11.1,3,0.5
E01017044,46.8,37,12.6,3,0.5
E01017017,49.9,34.3,12.3,3,0.5
E01032845,50.2,35.9,10.4,3,0.5
E01022674,43.6,39.5,13.3,3,0.5
E01022851,51.7,33.8,10.9,3,0.5
E01023147,47.6,37,11.8,3,0.5
E01024369,49.8,34.9,11.7,3,0.5
E01024466,53.8,31.5,11.2,3,0.5
E01028802,55.4,29.5,11.6,3,0.5
E01030490,57,29.8,9.7,3,0.5
E01030854,48.9,34.2,13.3,3,0.5
E01031780,45.5,39.9,11.1,3,0.5
E01014477,52.6,32.8,11,3,0.5
E01029276,52.8,32.9,10.8,3,0.5
E01018676,52.3,32.2,12.1,2.9,0.5
E01025512,49.8,34.6,12.2,2.9,0.5
E01006596,51.9,31.7,13.1,2.9,0.5
E01012909,45,38.4,13.1,2.9,0.5
E01013059,49.3,35.4,12,2.9,0.5
E01007995,45.1,37.8,13.7,2.9,0.5
E01035049,51,35.8,9.8,2.9,0.5
E01019716,46,37.4,13.2,2.9,0.5
E01025841,45.3,36,15.2,2.9,0.5
E01028096,47.2,32.8,16.7,2.9,0.5
E01028842,50.3,35.5,10.7,2.9,0.5
E01029610,47.1,35.4,14.1,2.9,0.5
E01029589,47.7,36.5,12.4,2.9,0.5
E01029758,49.2,36.7,10.7,2.9,0.5
E01031319,50.2,34.8,11.6,2.9,0.5
E01032794,55,31.8,9.8,2.9,0.5
E01018273,47.9,34.9,13.7,2.9,0.5
E01026837,46.9,36.2,13.5,2.9,0.5
E01023438,51.9,35.2,9.5,2.9,0.5
E01030180,49.2,36.7,10.7,2.9,0.5
E01000006,47.6,36.8,12.2,2.9,0.5
E01000244,52.5,33.5,10.5,2.9,0.5
E01000589,50.4,34.8,11.4,2.9,0.5
E01000671,53,34.1,9.5,2.9,0.5
E01000997,45.7,38.8,12.2,2.9,0.5
E01002474,52.9,33,10.8,2.9,0.5
E01002714,60.8,27.4,8.4,2.9,0.5
E01002828,63.9,25,7.6,2.9,0.5
E01003104,56.1,32.5,7.8,2.9,0.5
E01034210,58.2,29.6,8.8,2.9,0.5
E01004485,58.5,28.9,9.2,2.9,0.5
E01004614,53.6,31.6,11.5,2.9,0.5
E01016082,51,34.8,10.8,2.9,0.5
